lex,default
θνῄσκω,死;死去;死亡
θορυβάζω,煽动反对;引发暴乱;引起骚动;耸动
θορυβέω,煽动反对;引发暴乱;引起骚动;耸动
θρέμμα,牲畜
θρίξ,毛;头发
θραύω,造成严重的困难;欺压;压迫;压制
θρηνέω,哀号;哀叹;哀悼
θρησκεία,宗教;信仰;敬虔;虔诚
θρησκός,虔诚的;虔敬的;敬神的
θριαμβεύω,胜过;完全胜过
θροέω,惊慌;惊惶;受惊吓
θρόμβος,血珠
θρόνος,宝座
θυγάτηρ,女儿
θυγάτριον,小女儿;亲爱的女儿
θυμίαμα,香;香料
θυμιάω,献香;燃香;烧香;上香
θυμιατήριον,香炉;香坛
θυμομαχέω,恼怒;大发脾气
θυμός,恼怒;愤怒;烈怒;暴怒
θυμόω,极其愤怒
θυρίς,窗户;窗口
θυρεός,盾牌
θυρωρός,看门的人;门卫;门房;看门的
θυσία,祭物;祭品
θυσιαστήριον,祭坛
θόρυβος,喧哗;喧闹
θύελλα,暴风;旋风;飑
θύρα,门;大门
θύω,献祭;献上为祭;宰杀......献祭
θύϊνος,香橼木的
θώραξ,护胸甲
θῆλυς,雌性;女性;女人;女的;女
κάθημαι,坐;坐下;坐着
κάκωσις,虐待;压迫
κάλαμος,芦苇
κάλυμμα,帕子;面纱
κάμηλος,骆驼
κάμινος,火炉;窑
κάμνω,生病的;病重的
κάμπτω,敬拜;屈膝;跪拜
κάρφος,刺;木屑
κάτω,下面
κέλευσμα,命令;发出命令的喊声
κέντρον,刺;毒钩
κέραμος,瓦片;屋面瓦
κέρας,角
κέρδος,收获;收益;利润
κέρμα,银钱;小额钱币
κήρυγμα,讲道;宣道;所讲的道;所传的
κίνδυνος,危险;风险
καί,和;与
καίπερ,虽然;即使;纵使
καίτοι,而;但是;虽然
καίτοιγε,而;但是;虽然
καίω,燃烧;着火
καθά,正如;依照;照着;与......相比
καθάπερ,就像;正如
καθάπτω,抓住;系牢
καθέδρα,座位;凳子;椅子
καθέζομαι,"坐,坐下,坐着"
καθήκω,合宜的;正确的;应当的
καθίζω,坐;坐下;坐着
καθίημι,缒下;放下
καθίστημι,使负责;指派;委任;指定
καθαίρεσις,毁灭;拆毁;破坏
καθαίρω,使洁净;清洗;清洁
καθαιρέω,取下来;放下来
καθαρίζω,使洁净;清洗;洗净
καθαρισμός,洁净;清洁;除去污秽
καθαρός,干净的;洁净的;明净的
καθαρότης,洁净;清洁;除去污秽
καθεξῆς,按顺序;依次;一个接一个
καθεύδω,睡觉;睡眠;睡着
καθεῖς,下;低至;向下
καθηγητής,老师;导师;师尊
καθημερινός,日常的;天天的;每日的
καθοπλίζω,穿戴全副武装;武器齐备;披挂整齐
καθοράω,学习;了解;清楚看见
καθό,正如;照样;与......相比
καθόλου,完全;一切;彻底;绝对;全部
καθότι,因为;既然;鉴于......;考虑到......
καθώς,到......的程度;正如
καινός,新的;近来的;最近的
καινότης,新;新的
καιρός,时间;时候;时机
κακία,罪恶;邪恶
κακοήθεια,邪恶的性情;恶意
κακολογέω,辱骂;咒骂;谴责;毁谤
κακοπάθεια,遭受痛苦;受苦
κακοπαθέω,忍受苦难;受痛苦
κακοποιέω,作恶;做坏事
κακοποιός,作恶的人;坏人
κακουχέω,虐待;使受苦
κακοῦργος,作恶的人;坏人
κακός,坏的;邪恶的;有害的;恶劣的
κακόω,伤害;损害
κακῶς,坏的;邪恶的;有害的;恶劣的
καλάμη,"禾秸,茅草"
καλέω,称呼;名叫
καλλιέλαιος,"好橄榄树,培植的橄榄树"
καλοδιδάσκαλος,用善道教导人的;教导美好的事的
καλοποιέω,行善
καλός,好的;应受称赞的
καλύπτω,遮盖;盖住;盖起来
καλῶς,好的;应受称赞的
καμμύω,拒绝学习;拒绝承认
κανών,规则;原则
καπηλεύω,为得利而叫卖;兜售谋利;强行推销
καπνός,烟
καρδία,心;内心;心里;心意;心志
καρδιογνώστης,知道人心的人;能洞察人心里所想的人;洞察人心的
καρποφορέω,结果子;结出果实;结出种子;有出产
καρποφόρος,收成多的;丰收的
καρπός,"果子,果实"
καρτερέω,恒心忍耐;坚持到底;坚忍到底
κατά,下;低至;向下
κατάβασις,斜坡;下坡
κατάγνυμι,折断;打断
κατάγω,带领下去
κατάδηλος,很容易理解;很明显;非常明确
κατάκειμαι,躺卧;躺下
κατάκριμα,判罪;定罪;作出有罪判决;宣告有罪
κατάκρισις,判罪;定罪;作出有罪判决;宣告有罪
κατάλαλος,毁谤者;侮辱人的
κατάλοιπος,余下的;剩余的;其他的;其余的
κατάλυμα,客栈
κατάνυξις,不能思考;困惑;麻木;昏迷
κατάπαυσις,休息;安息;停止工作
κατάρα,诅咒;咒骂
κατάρτισις,使胜任;完全提供;充分准备;使充分具有资格;足够
κατάσκοπος,探子;奸细;间谍;特务
κατάστημα,行为;品行;举止行为
κατάσχεσις,有;拥有;属于
κατέναντι,对面;在......前面;在......对面;在......面前
κατέρχομαι,下去;下到
κατέχω,防止;妨碍;阻止
κατήγορος,控告者;指控者
κατήφεια,愁闷;忧愁;悲愁
καταβάλλω,打倒;击倒
καταβαίνω,下去;下到
καταβαρέω,使负担过重;使过劳;造成过度的困难;拖累
καταβαρύνω,使负担过重;使过劳;造成过度的困难;拖累
καταβολή,创造;创世;创立世界
καταβραβεύω,取消资格;谴责;判断为不配得奖;剥夺奖赏;丧失得奖的机会
καταγγέλλω,宣扬;宣告;宣讲;说出来
καταγγελεύς,报信者;宣告的人;传讲的人
καταγελάω,讥笑;嘲笑;取笑;嗤笑
καταγινώσκω,责备;指责
καταγωνίζομαι,征服;制服;战胜
καταδέω,包;裹;包裹;包扎;缠绕
καταδίκη,判罪;定罪;作出有罪判决;宣告有罪
καταδικάζω,判罪;定罪;作出有罪判决;宣告有罪
καταδιώκω,寻找;搜索;努力去寻找
καταδουλόω,控制;支配;使作奴仆;使某人屈从于;使受奴役
καταδυναστεύω,造成严重的困难;欺压;压迫;压制
καταισχύνω,羞辱;使丢脸;使觉得惭愧
κατακαίω,烧毁;烧掉;烧成灰烬
κατακαλύπτω,蒙头;蒙着头;盖着头
κατακαυχάομαι,向......夸口;吹嘘;贬低
κατακλάω,分裂成碎片
κατακλίνω,使斜躺下吃饭;让人坐下吃饭
κατακλείω,关进监狱;抓来坐牢
κατακληρονομέω,使某人成为贵重礼物的接受者
κατακλυσμός,洪水;大洪水
κατακλύζω,淹没;洪水泛滥
κατακολουθέω,跟随;一路跟着
κατακρίνω,判罪;定罪;作出有罪判决;宣告有罪
κατακρημνίζω,推下山崖
κατακυριεύω,统治;管辖;治理;辖制
κατακόπτω,割伤
καταλέγω,登记名字;把某人记录在名单上
καταλαλέω,说坏话;毁谤;批评
καταλαλιά,说坏话;毁谤;批评
καταλαμβάνω,获得;取得;得着;抓住
καταλείπω,离开
καταλιθάζω,用石头打死
καταλλάσσω,和解;和好;让彼此和好;复和
καταλλαγή,和解;和好;让彼此和好;复和
καταλύω,毁灭;拆毁;破坏
καταμένω,留在;待在
καταμανθάνω,考虑;观察;思考;想;看看
καταμαρτυρέω,作证指控;作证反对;指证
καταναλίσκω,彻底毁灭;彻底吞灭
καταναρκάω,成为某人的负担;叫人受累;成为财务上的负担
κατανεύω,做手势;做动作;点头示意;招手示意
κατανοέω,仔细思想;仔细考虑
καταντάω,来到;到达
κατανύσσομαι,大受困扰;极度苦恼;扎心
καταξιόω,认为值得;配得上;配受;被算为配得
καταπέτασμα,帷幕;门帘;幔子
καταπίνω,吞
καταπίπτω,掉落
καταπατέω,践踏
καταπαύω,休息;停止工作;歇了工作
καταπλέω,向岸边驶去;驶向海岸
καταπονέω,虐待;使受苦
καταποντίζω,下沉;淹死
καταράομαι,诅咒;咒骂
καταργέω,使结束;使成为无有;结束
καταριθμέω,被算在......之中;是其中的一员;属于
καταρτίζω,使胜任;完全提供;充分准备;使充分具有资格;足够
καταρτισμός,使胜任;完全提供;充分准备;使充分具有资格;足够
κατασείω,示意;做手势
κατασκάπτω,拆毁;破坏
κατασκήνωσις,窝
κατασκευάζω,准备;预备
κατασκηνόω,搭窝;栖息
κατασκιάζω,投下阴影
κατασκοπέω,窥探;窥视;侦察
κατασοφίζομαι,用诡计剥削;以狡猾的方式占便宜
καταστέλλω,使服从;使受到控制;安抚;使安静
καταστολή,穿着方式;衣裳;衣饰
καταστρέφω,推翻;翻倒
καταστρηνιάω,强烈的情欲;肉欲;情欲;性欲
καταστροφή,败坏;腐化
καταστρώννυμι,杀死
κατασφάζω,杀戮;杀害
κατασφραγίζω,封上;加封条;使安全
κατασύρω,有力地拖走;带走
κατατίθημι,得着;取得;经历
κατατομή,使残缺不全;毁伤
καταφέρω,提出(指控);使发生;造成
καταφεύγω,逃离;为安全而逃跑
καταφθείρω,使堕落;败坏;毁灭;使......道德败坏
καταφιλέω,亲嘴;亲吻
καταφρονέω,轻视;嘲讽;轻看
καταφρονητής,心怀藐视的人;嘲笑者
καταχέω,倒在;浇在
καταχθόνιος,下面的世界;地底下的东西;大地以下
καταχράομαι,使用;利用;用
καταψύχω,使凉快;使清凉
κατείδωλος,满是偶像
κατενώπιον,在......前面;在......之前
κατεξουσιάζω,统治;治理;管辖;支配
κατεργάζομαι,完成;成功实行;完成一切
κατεσθίω,吃掉;吃尽;吞吃
κατευθύνω,带领;治理;引导
κατευλογέω,赞美;称赞
κατεφίστημι,攻击;袭击
κατηγορέω,控告
κατηγορία,控告;指控
κατηχέω,教导;指导
κατισχύω,完全有能力;完全能够
κατιόω,生锈;失去光泽;腐蚀
κατοίκησις,住处;住所
κατοικέω,生活;居住;住在
κατοικία,住处;住所
κατοικίζω,生活;居住;住在
κατοικητήριον,住处;住所
κατοπτρίζω,如同在镜子里看见;通过反射看到
κατώτερος,低的;较低的
καυματίζω,烧灼;热烤
καυσόω,燃烧;着火
καυχάομαι,夸口;夸耀
καύσων,热;炎热
καύχημα,夸口;夸耀
καύχησις,夸口;夸耀
καῦμα,热;炎热
καῦσις,燃烧;着火
κείρω,剪发;剪毛
κειρία,布块
κελεύω,吩咐;命令
κενοδοξία,自负;虚荣
κενοφωνία,愚蠢的谈话;空谈
κεντυρίων,百夫长;队长;军官
κενόδοξος,自负的;骄傲的
κενός,什么也没有;空的;空手而回
κενόω,使失去能力;使没有能力;使失去效力;落空
κενῶς,徒然地;毫无意义地
κεράμιον,瓶;罐;容器
κεράννυμι,混合;调和;调
κεράτιον,豆荚
κεραία,字的笔画;一横;一个字母的一部分
κεραμεύς,窑户;陶匠
κεραμικός,陶制的;陶土的
κερδαίνω,赚取;获得;获利
κερματιστής,兑换银钱的人
κεφάλαιον,重点;撮要
κεφαλή,头
κεφαλίς,部分;书卷
κεφαλιόω,打头
κεῖμαι,躺下;斜倚
κημόω,给戴口套;笼住(动物的)嘴;阻止进食
κηπουρός,园丁;管园子的人;看园的
κηρύσσω,宣告;宣讲;宣布;宣扬
κιβωτός,船;方舟
κιθάρα,七弦琴;竖琴
κιθαρίζω,弹奏七弦琴;弹奏竖琴
κιθαρῳδός,竖琴师;弹琴者
κινέω,来;去;走动
κινδυνεύω,处于危险之中;面临危险
κλάδος,(大树或木本灌木的)枝子
κλάσις,擘开;擘饼
κλάσμα,碎片;碎块
κλάω,擘开;擘饼
κλέμμα,偷窃;偷盗
κλέος,尊荣;名誉;美名
κλέπτης,贼;盗贼;小偷
κλέπτω,偷窃;偷盗
κλίβανος,炉
κλίμα,区域;领土;土地(甚至地区;但这也许会过于确切地暗指政府的行政区)
κλίνη,床;卧榻;吊床;担架
κλίνω,垂下(头);倾斜
κλαίω,哭泣;哀号;哀哭;悲叹;号啕大哭;痛哭
κλαυθμός,哭泣;哀号;哀哭;悲叹;号啕大哭;痛哭
κλείς,钥匙
κλείω,关上;使关上;关闭
κληρονομέω,获得;获赠;承受
κληρονομία,财产;产业;基业
κληρονόμος,得到......的人;获得并拥有......的人;领受的人;继承人
κληρόω,按照上帝的旨意来选择
κλητός,蒙召的;被选召的
κλινάριον,小床;床垫;担架
κλινίδιον,小床;床垫;担架
κλισία,一起吃饭的一群人
κλοπή,偷窃;偷盗
κλυδωνίζομαι,被海浪抛来抛去
κλύδων,波浪;波涛;浪涌
κλῆμα,"(主要指葡萄树的)枝子,枝条"
κλῆρος,抽签的签;阄
κλῆσις,召唤;呼召;召唤到来执行任务
κνήθω,耳朵发痒;渴望听到自己想听的东西;很想听
κοίμησις,睡觉;睡眠;睡着
κοίτη,床
κοδράντης,一文钱;一个大钱
κοιλία,肚子;内脏
κοιμάομαι,睡觉;睡着
κοινωνέω,分享;分担;有分
κοινωνία,密切的联系;团契;相交;契合
κοινωνικός,乐意分享;乐意助人
κοινωνός,伙伴;同伙;共同......的
κοινός,分享的;相互的;共有的
κοινόω,玷污;亵渎;冒犯
κοιτών,"卧房,睡房"
κολάζω,惩罚;刑罚;处罚
κολακεία,谄媚的话;奉承
κολαφίζω,用拳头打
κολλάω,加入;结交;成为一分子
κολλούριον,眼药膏
κολλυβιστής,兑换银钱的人
κολοβόω,变短;缩短;降低;数目减少
κολυμβάω,游泳
κολυμβήθρα,池子(主要用于洗澡)
κολωνία,殖民区
κομάω,有长头发;留长发
κομίζω,带着;带来
κομψότερον,好转;身体好起来
κονιάω,粉饰;粉刷
κονιορτός,尘埃;泥土
κοπάζω,止住;停止;停下来
κοπή,杀死;屠杀;打败
κοπετός,哀悼;哀哭;捶胸大哭;大大地悲伤
κοπιάω,劳碌;辛劳;努力工作
κοπρία,粪便;粪肥
κοράσιον,女孩;闺女;少女
κορέννυμι,满足;富足;丰富;满意
κορβᾶν,献给上帝的礼物;奉献;各耳板
κοσμέω,装饰;妆饰;打扮;妆扮
κοσμικός,属世界的;地上的
κοσμοκράτωρ,世界的统治者
κουστωδία,卫兵;守卫;看守的兵;警卫
κουφίζω,减轻;减轻重量
κοῦμ,"起来,音译:古米,《思》古木"
κράβαττος,小床;床垫;担架
κράζω,大声喊叫;尖叫
κράσπεδον,边缘;衣角;褶边
κράτιστος,阁下;大人
κράτος,能力;大能;权势
κρέας,肉
κρίθινος,大麦制成的
κρίμα,就一个法律问题作出决定;作法官;作出法律决定;作出判决;审断案件(被动语态为受审);审判
κρίνον,野花
κρίνω,下结论;决定;下定决心;宣判;定案
κρίσις,作出法律决定;作出判决;审判
κραιπάλη,醉酒放荡
κρανίον,"骷髅骨;头盖骨(在新约里,κρανίον 只用作各各他山的名字)"
κρατέω,拉住;握住;抓住
κραταιός,有能力的;大能的
κραταιόω,变得强壮;强健起来
κραυγάζω,大声喊叫;尖叫
κραυγή,叫;高声喊;呼喊;喧嚷;嚷闹
κρείττων,更好的;更美好的;更优胜的
κρεμάννυμι,使悬挂;从......悬挂下来
κρημνός,山崖
κριθή,大麦
κριτήριον,法庭;法院;公堂
κριτής,审判者;审判官;法官;官;士师
κριτικός,能够判断;能够辨明;有能力审判
κρούω,敲门
κρυπτός,秘密的;隐藏的;在暗处;不能被人知道的
κρυσταλλίζω,像水晶一样发光;明亮地发光
κρυφαῖος,秘密的;隐藏的;在暗处;不能被人知道的
κρυφῇ,秘密地;私下地;在暗中;暗地里
κρύπτη,秘密的地方;隐藏的地方;地窖
κρύπτω,保持安全;使受到保护;保护;隐藏
κρύσταλλος,水晶
κτάομαι,获得;取得;得到;买
κτήτωρ,拥有......的人;所有者;持有者
κτίζω,"创造;创世(在新约中,这个词只用来描述上帝的创造作为)"
κτίσις,"创造;创世(在新约中,这个词只用来描述上帝的创造作为)"
κτίσμα,生物;万有;受造之物
κτίστης,创造者;造物主
κτῆμα,产业;财产;财物;财富;田产
κτῆνος,牲口;牲畜;牛
κυβέρνησις,带领;领导;治理;管理
κυβεία,诡计;狡诈
κυβερνήτης,船长;掌舵的;舵手
κυκλεύω,绕着走
κυκλόθεν,在......周围;在......四周
κυκλόω,绕着走
κυλίω,打滚
κυλισμός,打滚
κυλλός,残疾的;肢体伤残的
κυνάριον,"家犬,小狗"
κυρία,太太;夫人
κυριακός,属于主的;主的
κυριεύω,统治;管辖;治理;辖制
κυριότης,统治力量;掌权者
κυρόω,给予力量;使生效;确认
κωλύω,阻止;拦阻
κωμόπολις,乡镇
κωφός,哑的;无声的;不能言语;不会说话
κόκκινος,朱红色;红色;深红色
κόκκος,种子;籽粒
κόλασις,惩罚;刑罚;处罚
κόλπος,胸怀;膝上
κόμη,头发
κόπος,勤劳工作;辛勤工作;劳碌
κόπριον,粪便;粪肥
κόπτω,砍;切
κόραξ,乌鸦;大乌鸦
κόρος,歌珥;石
κόσμιος,行为良好的;正派的;合宜的;朴素大方的
κόσμος,"世界,天地,宇宙"
κόφινος,大篮子
κύκλῳ,在......周围;在......四周
κύμβαλον,钹
κύμινον,孜然芹果(见 {D:3.22})
κύπτω,弯下身子;弯腰
κύριος,主;统治者;指挥者
κύων,狗
κώμη,乡村
κώνωψ,蚋;蠓;蚊
κἀγώ,我也
κἀκεῖ,及那里;那里也
κἀκεῖθεν,从那里;从那个地方
κἀκεῖνος,那;那个
κἄν,即使;虽然
κῆνσος,税;丁税;人头税
κῆπος,花园;果园
κῆρυξ,传道者;作传道的
κῆτος,大鱼;巨鱼
κῦμα,波浪;波涛;浪涌
κῶλον,尸体;尸首
κῶμος,狂欢;宴乐
λάθρᾳ,秘密地;私下地;在暗中;暗地里
λάμπω,发光;光照;带来光明
λάχανον,园子植物
λέγω,说;讲;告诉
λέντιον,手巾;毛巾
λέπρα,麻风病;可怕的皮肤病
λέων,狮子
λήθη,忘记;不记得;忽略;忽视;不理会
λίαν,极其;非常;十分
λίβανος,乳香
λίθινος,石头的;石制的
λίθος,石
λίμνη,"湖,水塘"
λίνον,亚麻布;细麻衣
λίτρα,磅;品脱
λαγχάνω,得到;领受
λακτίζω,因反抗一个人或一项命令而使自己受伤害
λαλέω,说话;讲;交谈;告诉
λαλιά,所说的话;言语
λαμβάνω,握住;抓住;夺取
λαμπάς,火把
λαμπρός,明亮的;发光的;照耀的
λαμπρότης,光辉
λαμπρῶς,奢侈地;穷奢极侈地;炫耀
λανθάνω,躲避注意;保持隐藏;不愿意有人知道
λαξευτός,从岩石凿成
λατομέω,凿岩;挖岩
λατρεία,举行宗教仪式;事奉;礼拜;敬拜;尊崇
λατρεύω,举行宗教仪式;事奉;礼拜;敬拜;尊崇
λαός,国家;民族;人民
λαῖλαψ,暴风;旋风;飑
λείπω,没有;缺少;缺乏;缺欠
λεγιών,军团;军队;营
λειτουργέω,事奉;敬拜
λειτουργία,事奉;敬拜;服事
λειτουργικός,服事;服事;事奉;服役
λειτουργός,仆人;仆役;供职的人
λεμά,为什么;为何
λεπίς,薄片;鱼鳞
λεπρός,麻风病人;患麻风病的;患了可怕皮肤病的人
λεπτός,音译:勒皮特;小钱;小铜板
λευκαίνω,使变白;漂白;洗得洁白
λευκός,白;白色;浅色
λεῖμμα,余数;余民;一小部分;剩下的少数
λεῖος,平坦的;平的
ληνός,"酒榨,压酒池,榨酒池"
λιβανωτός,香炉
λιθάζω,用石头打死
λιθοβολέω,用石头打死
λιθόστρωτος,铺华石处
λικμάω,砸烂;压碎
λιμήν,港口
λιμός,饥荒;饥饿
λιπαρός,辉煌的;华美的;华丽的;奢侈的;奢华的
λοίδορος,毁谤人的;辱骂人的
λογίζομαι,思考;思量;推理
λογεία,收取;收集
λογικός,合理的;理所当然的;真实的;真的
λογισμός,思考;推理
λογομαχέω,在言词上争辩;为言词争吵
λογομαχία,在言词上争辩;为言词争吵
λοιδορέω,毁谤;辱骂;侮辱;咒骂
λοιδορία,毁谤;辱骂;侮辱;攻击
λοιμός (II),瘟疫
λοιπός,余下的;剩余的;其他的;其余的
λουτρόν,洗净;洗涤;洁净;洗礼
λούω,洗澡;洗;清洗;洗干净;洗涤
λυμαίνω,严重伤害;虐待
λυπέω,使悲伤;使忧愁;使难过
λυσιτελέω,有利的;更好的;对某人有利
λυτρωτής,释放者;解救者;救赎者
λυτρόω,释放;拯救
λυχνία,灯台
λόγιον,语录;圣言;信息
λόγιος,雄辩的;有口才的
λόγος,话;言语;信息;陈述;问题
λόγχη,枪;矛
λύκος,狼
λύπη,忧伤;后悔;忧愁
λύσις,离婚;分开;脱离
λύτρον,释放的方法;赎金;赎价
λύτρωσις,救赎;释放;拯救
λύχνος,灯
λύω,解开;松开
λῃστής,强盗;盗贼;贼;劫匪;暴徒
λῆρος,胡言;谎话;纯属胡说
μάγος,博士;贤士;星象家
μάκελλον,肉市场
μάλιστα,非常;特别;尤其;极其
μάμμη,祖母;外祖母
μάννα,吗哪
μάρμαρος,大理石
μάρτυς,见证;见证人
μάστιξ,鞭打;鞭笞
μάταιος,无用的;无价值的;空虚的;徒然
μάτην,徒然地;没有结果地
μάχαιρα,刀剑;匕首
μάχη,严重的冲突;斗争;打斗
μάχομαι,严重的冲突;斗争;打斗
μέγας,多;大;伟大;广泛
μέγεθος,大的;大大地;浩大;很大程度上;强烈的;非常;极其
μέθη,醉酒
μέθυσος,醉酒的人;醉汉
μέλας,墨水
μέλι,蜂蜜
μέλλω,即将;将要;快要
μέλος,身体部分;肢体
μέμφομαι,指责;责怪
μέν,固然;的确;(但通常不翻译)
μέντοι,但是;虽然如此;除了
μένω,留在;待在
μέριμνα,忧虑;挂虑;挂心;担忧;思虑
μέρος,部分;方面;层面;特写
μέσος,在......里面;与......一起
μέτοχος,同伴;伙伴;同工
μέτρον,度量衡单位
μέτωπον,额头
μέχρι,直到;最后;终于
μή,不;没有
μήν (I),月;月份
μήπω,还没有;尚未
μήτε,既不......也不......;没有......也没有
μήτηρ,母亲
μήτρα,母腹
μίασμα,不洁净;污秽;邪恶的;玷污
μίγμα,混合物;混合;调和的
μίγνυμι,混合;搀杂;调和
μίλιον,英里;公里
μίσθιος,雇工
μίσθωμα,雇用的;租用的
μαίνομαι,头脑不正常;疯狂;失去理智;精神错乱;发疯;癫狂;疯了
μαγεία,行邪术;行巫术;行法术
μαγεύω,行邪术;行巫术;行法术
μαθήτρια,女门徒
μαθητής,门徒;跟随者
μαθητεύω,跟从;跟随;作......的门徒
μακάριος,有福的;快乐的
μακαρίζω,视为快乐的;视为有福的;称......为有福的
μακαρισμός,快乐;高兴;幸福
μακράν,远方;一定距离外;远处
μακροθυμέω,忍耐;坚忍;恒久忍耐;宽容;耐心等待
μακροθυμία,忍耐;耐心;恒忍;宽容
μακροθύμως,耐心地
μακροχρόνιος,很长时间;很久;冗长
μακρόθεν,远方;一定距离外;远处
μακρός,很长时间;很久;冗长
μαλακία,疾病;病症
μαλακός,柔软的;细软的;精美的;奢华的;华丽的
μαμωνᾶς,世上的财富;钱财
μανία,头脑不正常;疯狂;失去理智;精神错乱;发疯;癫狂;疯了
μανθάνω,学习;受教导;得知
μαντεύομαι,占卜;算命
μαράνα θᾶ,我们的主
μαραίνω,衰落;渐渐消失
μαργαρίτης,珍珠
μαρτυρέω,见证
μαρτυρία,见证
μαρτύριον,见证
μαρτύρομαι,声明;坚称;作证
μασάομαι,咬
μαστίζω,鞭打;鞭笞
μαστιγόω,鞭打;鞭笞
μαστός,乳房;胸
ματαιολογία,无聊的讨论;无意义的谈话;虚浮的话;虚无的谈论
ματαιολόγος,空谈的人;愚蠢胡说之人;说虚空话的人;说荒唐无稽话的人
ματαιότης,无用的;无价值的;空虚的;徒然
ματαιόω,变得虚妄;变得没有价值;变成废话;变得虚妄
μεγάλως,大的;大大地;浩大;很大程度上;强烈的;非常;极其
μεγαλειότης,显赫;伟大;重要
μεγαλεῖος,大能的作为;伟大的作为;大作为;大事
μεγαλοπρεπής,非常美妙的;极显赫的;至高的;尊贵的
μεγαλωσύνη,显赫;伟大;重要
μεγαλύνω,使变大;加大;扩大;加宽
μεγιστάν,非常重要的人;伟大的人
μεθίστημι,使移动;移除
μεθερμηνεύω,翻译;解释
μεθοδεία,欺骗;诡计
μεθύσκω,喝醉酒
μεθύω,醉酒
μελετάω,沉思;仔细思想;专心思考;专心一意
μεμβράνα,羊皮纸;羊皮纸制成的书或卷轴
μεμψίμοιρος,常常埋怨;挑剔
μενοῦν,但是;相反;另一方面
μενοῦνγε,但是;相反;另一方面
μερίζω,分开;分散;分割;散开
μερίς,份额;部分;一份;有分
μεριμνάω,忧虑;担心;思虑;挂虑
μερισμός,分界点;会合点
μεριστής,分配者;仲裁人;断事的官
μεσίτης,中间人;中保
μεσημβρία,中午;正午;晌午
μεσιτεύω,达成协议
μεσονύκτιον,午夜;半夜
μεσουράνημα,高高的在天空中;在天空的中点;就在头顶上;在天空的正上方
μεστός,非常满;充满;满;都;尽
μεστόω,充满;使膨胀;灌满
μεσότοιχον,隔断的墙;阻隔的墙
μεσόω,在中间;过了一半
μετά,与......;和......;同......一起
μετάγω,引导;控制;操纵
μετάθεσις,从一个地方移到另一个地方;改变位置;离开
μετάλημψις,得到一份;有分;分享
μετάνοια,悔改;懊悔;改变行事方式
μετέπειτα,然后;后来
μετέχω,共享;分享;分担
μεταίρω,走;离开;从......离开
μεταβάλλω,改变主意;改变想法
μεταβαίνω,从一个地方移到另一个地方;改变位置;离开
μεταδίδωμι,分享;分给;给
μετακαλέω,召唤;叫......过来;去请......来
μετακινέω,使停止;动摇
μεταλαμβάνω,得到一份;有分;分享
μεταλλάσσω,交换;替代;取代
μεταμέλομαι,后悔;懊悔;改变主意;感到难过;因......而感到抱歉
μεταμορφόω,变成;变化;改变
μετανοέω,悔改;懊悔;改变行事方式
μεταξύ,在......之间
μεταπέμπω,派人请来;召唤
μεταστρέφω,变成;使不同于......;改变
μετασχηματίζω,改变;改变形状;从一种形式变为另一种形式
μετατίθημι,从一个地方移到另一个地方;改变位置;离开
μετατρέπω,变成;使不同于......;改变
μετεωρίζομαι,忧虑;挂心;挂虑
μετοικίζω,放逐;流亡异乡
μετοικεσία,放逐;流亡异乡
μετοχή,伙伴关系;合作;共享
μετρέω,测量
μετρίως,适度地;中等;不少
μετρητής,容量单位
μετριοπαθέω,温和待(人);体谅(人)
μηδέ,也不;也不是;也不要
μηδέποτε,从不;永不;没有;不能
μηδέπω,还没有;尚未
μηδαμῶς,绝不是;绝对不;绝不可以;千万不可
μηδείς,没有人;没有东西
μηκέτι,不再
μηκύνω,生长
μηλωτή,羊皮;羊毛
μηνύω,通知;报告;透露
μηρός,大腿
μιαίνω,弄脏;污染;使人在道德上污秽
μιασμός,不洁净;污秽;邪恶的;玷污
μικρός,少的;小的;数目有限的
μιμέομαι,效法;照别人所做的去做
μιμητής,效法别人的人;照别人所做的去做的人;学习别人榜样的人
μισέω,仇恨;憎恶
μισθαποδοσία,赏赐;报偿;报应;刑罚
μισθαποδότης,给予回报的人;报偿者
μισθωτός,雇工;雇来的
μισθός,工资;工钱
μισθόω,聘请;聘用;雇用
μνήμη,记得;记住;想起;回想;记忆;怀念
μνεία,记得;记住;想起;回想;记忆;怀念
μνημεῖον,坟墓;墓穴
μνημονεύω,记得;记住;想起;回想;记忆;怀念
μνημόσυνον,纪念;记念某人;使人记住某人或事的东西
μνηστεύω,订婚;许配
μνᾶ,弥拿;一百得拿利
μνῆμα,坟墓;墓穴
μογιλάλος,几乎不能说话;说话有困难的;说话有障碍的
μοιχάω,犯奸淫;通奸
μοιχαλίς,淫妇
μοιχεία,犯奸淫;通奸
μοιχεύω,犯奸淫;通奸
μοιχός,行淫者;犯奸淫的人
μολυσμός,污秽
μολύνω,弄脏;玷污;污秽
μομφή,抱怨;纠纷
μονή,地方;住处
μονογενής,独特的;唯一的
μονόφθαλμος,独眼的;瞎了一只眼
μονόω,没有家庭;没有亲属
μορφή,本质;性质;特性
μορφόω,形成......的性质;......的特质成形
μοσχοποιέω,做牛犊偶像;塑造牛犊形像的偶像
μουσικός,作乐的;乐手;歌唱者
μυέω,得到秘诀
μυελός,骨髓
μυκάομαι,低沉的吼叫;咆哮
