# source=llm; anchored on the original lemma (Hebrew/Greek), English gloss used only as a hint
strong	lemma_ref	en_ref	gloss
G2641	καταλίπω	leave behind	छोड़ जाना
G2642	καταλιθάζω	stone	पत्थर मारना
G2643	καταλλαγή	reconciliation	मेल-मिलाप
G2644	καταλλάσσω	reconcile	सुलह करना
G2645	κατάλοιπος	remaining	शेष
G2646	κατάλυμα	guest room	अतिथि कक्ष
G2647	καταλύω	destroy	नष्ट करना
G2648	καταμανθάνω	consider	ध्यान से देखना
G2649	καταμαρτυρέω	testify against	विरुद्ध गवाही देना
G0265	ἁμάρτημα	sin	पाप
G2650	καταμένω	stay	रहना
G2651		alone	अकेला
G2652	κατάθεμα	curse	श्राप
G2653	καταθεματίζω	curse	श्राप देना
G2654	καταναλίσκω	consume	भस्म करना
G2655	καταναρκάω	burden	बोझ डालना
G2656	κατανεύω	signal	संकेत करना
G2657	κατανοέω	observe	ध्यान से देखना
G2658	καταντάω	come to	पहुँचना
G2659	κατάνυξις	stupor	सुन्नपन
G0266	ἁμαρτία	sin	पाप
G2660	κατανύσσω	pierce	बेधना
G2661	καταξιόω	consider worthy	योग्य समझना
G2662	καταπατέω	trample	तलनेवाली चलना
G2663	κατάπαυσις	rest	विश्राम
G2664	καταπαύω	keep from	विश्राम देना
G2665	καταπέτασμα	curtain	पर्दा
G2666	καταπίνω	swallow	निगल जाना
G2667	καταπίπτω	fall down	गिरना
G2668	καταπλέω	sail	नाव चलाना
G2669	καταπονέω	oppress	सताना
G0267	ἀμάρτυρος	without witness	गवाही रहित
G2670	καταποντίζω	sink	डूबना
G2671	κατάρα	curse	श्राप
G2672	καταράομαι	curse	श्राप देना
G2673	καταργέω	abate	निष्क्रिय करना
G2674	καταριθμέω	number	गिनना
G2675	καταρτίζω	complete	तैयार करना
G2676	κατάρτισις	perfection	पूर्णता
G2677	καταρτισμός	preparation	तैयारी
G2678	κατασείω	signal	संकेत करना
G2679	κατασκάπτω	ruin	ढा देना
G2680	κατασκευάζω	prepare	तैयार करना
G2681	κατασκηνόω	dwell	बसना
G2682	κατασκήνωσις	dwelling place	निवास स्थान
G2683	κατασκιάζω	overshadow	छाया करना
G2684	κατασκοπέω	spy	जासूसी करना
G2685	κατάσκοπος	spy	जासूस
G2686	κατασοφίζομαι	be cunning	चालाकी करना
G2687	καταστέλλω	quiet	शान्त करना
G2688	κατάστημα	behavior	आचरण
G2689	καταστολή	attire	पोशाक
G0269	ἄμαχος	peacable	झगड़ालू नहीं
G2690	καταστρέφω	overturn	उलट देना
G2691	καταστρηνιάω	desire	वासना करना
G2692	καταστροφή	ruin	विनाश
G2693	καταστρώννυμι	be thrown down	गिरा दिया जाना
G2694	κατασύρω	drag away	घसीटना
G2695	κατασφάζω	slaughter	वध करना
G2696	κατασφραγίζω	seal	मुहर लगाना
G2697	κατάσχεσις	possession	अधिकार
G2698	κατατίθημι	attain	रखना
G2699	κατατομή	mutilation	विकृति
G0027	ἀγαπητός	beloved	प्रिय
G0270	ἀμάω	mow	काटना
G2700		shoot down	तीर मारना
G2701	κατατρέχω	rush down	दौड़ना
G2702	καταφέρω	vote against	वोट देना
G2703	καταφεύγω	flee	शरण लेना
G2704	καταφθείρω	deprave	बिगाड़ना
G2705	καταφιλέω	kiss	चुंबन करना
G2706	καταφρονέω	despise	तिरस्कार करना
G2707	καταφρονητής	despiser	तिरस्कारी
G2708	καταχέω	pour	डालना
G2709	καταχθόνιος	subterranean	भूमिगत
G0271	ἀμέθυστος	amethyst	नीलमणि
G2710	καταχράομαι	use up	दुरुपयोग करना
G2711	καταψύχω	cool	ठंडा करना
G2712	κατείδωλος	idolatrous	मूर्तिपूजक
G2713	κατέναντι	before	सामने
G2714	κατενώπιον	before	समक्ष
G2715	κατεξουσιάζω	rule	शासन करना
G2716	κατεργάζομαι	workout	कार्य करना
G2718	κατέρχομαι	descend	उतरना
G2719	κατεσθίω	devour	निगल जाना
G0272	ἀμελέω	neglect	उपेक्षा करना
G2720	κατευθύνω	guide	निर्देशित करना
G2721	κατεφίστημι	attack	आक्रमण करना
G2722	κατέχω	hold back	रोकना
G2723	κατηγορέω	accuse	आरोप लगाना
G2724	κατηγορία	accusation	आरोप
G2725	κατήγορος	accuser	अभियोजक
G2726	κατήφεια	gloominess	उदासी
G2727	κατηχέω	instruct	शिक्षा देना
G2728	κατιόω	corrode	जंग लगना
G2729	κατισχύω	prevail	प्रबल होना
G0273	ἄμεμπτος	blameless	निर्दोष
G2730	κατοικέω	dwell	बसना
G2731	κατοίκησις	dwelling	निवास
G2732	κατοικητήριον	dwelling place	निवास स्थान
G2733	κατοικία	dwelling	निवास
G2734	κατοπτρίζω	reflect	परावर्तित करना
G2735		accomplishments	पूर्ति
G2736	κάτω	under	नीचे
G2737	κατωτέρω	lower	निम्न
G2738	καῦμα	heat	गर्मी
G2739	καυματίζω	scorch	झुलसाना
G0274	ἀμέμπτως	blamelessly	निर्दोषता से
G2740	καῦσις	burning	दहन
G2741	καυσόω	burn	जलना
G2742	καύσων	heat	लू
G2743	καυστηριάζω	brand	दाग़ लगाना
G2744	καυχάομαι	boast	डींग मारना
G2745	καύχημα	pride	गर्व
G2746	καύχησις	pride	आत्मगौरव
G2747	Κενχρεαί	Cenchreae	कैंख्रिया
G2748	Κεδρών	Kidron	किद्रोन
G2749	κεῖμαι	lay	पड़ा होना
G0275	ἀμέριμνος	untroubled	चिंतामुक्त
G2750	κειρία	graveclothes	दफन कपड़े
G2751	κείρω	shear	कतरना
G2752	κέλευσμα	command	आज्ञा
G2753	κελεύω	order	आदेश देना
G2754	κενοδοξία	empty conceit	व्यर्थ गर्व
G2755	κενόδοξος	conceited	व्यर्थ गर्वी
G2756	κενός	empty	खाली
G2757	κενοφωνία	empty talk	व्यर्थ बकवास
G2758	κενόω	empty	खाली करना
G2759	κέντρον	sting	काँटा
G0276	ἀμετάθετος	unchangeable	अपरिवर्तनीय
G2760	κεντυρίων	centurion	सूबेदार
G2761	κενῶς	vainly	व्यर्थ
G2762	κερέα	tittle	मात्रा
G2763	κεραμεύς	potter	कुम्हार
G2764	κεραμικός	made of clay	मिट्टी का
G2765	κεράμιον	clay jar	मिट्टी का घड़ा
G2766	κέραμος	clay roof tile	ईंट
G2767	κεράννυμι	mix	मिलाना
G2768	κέρας	horn	सींग
G2769	κεράτιον	husk	शिमी
G0277	ἀμετακίνητος	immovable	अटल
G2770	κερδαίνω	gain	लाभ
G2771	κέρδος	gain	लाभ
G2772	κέρμα	coin	सिक्का
G2773	κερματιστής	moneychanger	सराफ
G2774	κεφάλαιον	sum	योग
G2775	κεφαλιόω	strike a head	सिर पर मारना
G2776	κεφαλή	head	सिर
G2777	κεφαλίς	scroll	पुस्तक
G2778	κῆνσος	tax	कर
G2779	κῆπος	garden	बाग
G0278	ἀμεταμέλητος	irrevocable	अपरिवर्तनीय
G2780	κηπουρός	gardener	माली
G2781		honeycomb	शहद
G2782	κήρυγμα	preaching	प्रचार
G2783	κῆρυξ	preacher	प्रचारक
G2784	κηρύσσω	preach	प्रचार करना
G2785	κῆτος	sea monster	समुद्री जानवर
G2786	Κηφᾶς	Cephas	पतरस
G2787	κιβωτός	ark	संदूक
G2788	κιθάρα	harp	वीणा
G2789	κιθαρίζω	play the harp	वीणा बजाना
G0279	ἀμετανόητος	unrepentant	आत्मचेतन
G2790	κιθαρῳδός	harpist	वीणा वादक
G2791	Κιλικία	Cilicia	किलिकिया
G2792	κιννάμωμον	cinnamon	दालचीनी
G2793	κινδυνεύω	be in danger	जोखिम में पड़ना
G2794	κίνδυνος	danger	खतरा
G2795	κινέω	move	हिलाना
G2796		motion	गति
G2797	Κείς	Kish	किश
G2798	κλάδος	branch	शाखा
G2799	κλαίω	weep	रोना
G0028	Ἁγάρ	Hagar	हाजिरा
G0280	ἄμετρος	immoderate	अमर्यादित
G2800	κλάσις	breaking	तोड़ना
G2801	κλάσμα	fragment	टुकड़ा
G2802	Καῦδα	Cauda	कौडा
G2803	Κλαυδία	Claudia	क्लाउडिया
G2804	Κλαύδιος	Claudius	क्लाउडियस
G2805	κλαυθμός	weeping	रुदन
G2806	κλάω	break	तोड़ना
G2807	κλείς	key	चाबी
G2808	κλείω	shut	बंद करना
G2809	κλέμμα	theft	चोरी
G0281	ἀμήν	amen	आमीन
G2810	Κλεοπᾶς	Cleopas	क्लिओपास
G2811	κλέος	credit	कीर्ति
G2812	κλέπτης	thief	चोर
G2813	κλέπτω	steal	चोरी करना
G2814	κλῆμα	branch	दाख की बेल की शाखा
G2815	Κλήμης	Clement	क्लेमेंट
G2816	κληρονομέω	inherit	उत्तराधिकारी होना
G2817	κληρονομία	inheritance	उत्तराधिकार
G2818	κληρονόμος	heir	उत्तराधिकारी
G2819	κλῆρος	lot	पर्ची
G0282	ἀμήτωρ	motherless	माता रहित
G2820	κληρόω	obtain	भाग पाना
G2821	κλῆσις	calling	बुलाहट
G2822	κλητός	called	बुलाया हुआ
G2823	κλίβανος	oven	तंदूर
G2824	κλίμα	region	प्रदेश
G2825	κλίνη	bed	बिस्तर
G2826	κλινίδιον	bed	छोटा बिस्तर
G2827	κλίνω	bow	झुकना
G2828	κλισία	group	समूह
G2829	κλοπή	theft	चोरी
G0283	ἀμίαντος	pure	निर्मल
G2830	κλύδων	waves	लहर
G2831	κλυδωνίζομαι	toss	उथल-पुथल करना
G2832	Κλωπᾶς	Clopas	क्लोपास
G2833	κνήθω	itch	खुजली
G2834	Κνίδος	Cnidus	क्निडॉस
G2835	κοδράντης	penny	कोड्रांट
G2836	κοιλία	belly	पेट
G2837	κοιμάω	sleep	सोना
G2838	κοίμησις	sleep	नींद
G2839	κοινός	common	साधारण
G0284	Ἀμιναδάβ	Amminadab	अमीनादाब
G2840	κοινόω	profane	अशुद्ध करना
G2841	κοινωνέω	participate	साझा करना
G2842	κοινωνία	participation	साझेदारी
G2843	κοινωνικός	generous	उदार
G2844	κοινωνός	participant	साझेदार
G2845	κοίτη	bed	बिस्तर
G2846	κοιτών	bedroom	शयनकक्ष
G2847	κόκκινος	scarlet	लाल
G2848	κόκκος	seed	बीज
G2849	κολάζω	punish	दंड देना
G0285	ἄμμος	sand	रेत
G2850	κολακία	flattery	चापलूसी
G2851	κόλασις	punishment	दंड
G2852	κολαφίζω	beat	मारना
G2853	κολλάω	join	जोड़ना
G2854	κολλούριον	eye salve	नेत्र मरहम
G2855	κολλυβιστής	moneychanger	बटोही
G2856	κολοβόω	shorten	छोटा करना
G2857	Κολοσσαί	Colossae	कुलुस्सै
G2858		Colossae	कुलुस्सै
G2859	κόλπος	bosom	गोद
G0286	ἀμνός	lamb	मेमना
G2860	κολυμβάω	swim	तैरना
G2861	κολυμβήθρα	pool	तालाब
G2862	κολωνία	Roman colony	उपनिवेश
G2863	κομάω	be long-haired	लंबे बाल रखना
G2864	κόμη	hair	केश
G2865	κομίζω	bring	लाना
G2866	κομψότερον	better	बेहतर
G2867	κονιάω	whitewash	सफेदी करना
G2868	κονιορτός	dust	धूल
G2869	κοπάζω	abate	शांत होना
G0287	ἀμοιβή	repayment	प्रतिदान
G2870	κοπετός	lamentation	विलाप
G2871	κοπή	slaughter	संहार
G2872	κοπιάω	labor	परिश्रम
G2873	κόπος	labor	मेहनत
G2874	κοπρία	manure	खाद
G2875	κόπτω	cut	मारना
G2876	κόραξ	raven	कौआ
G2877	κοράσιον	girl	लड़की
G2878	κορβανᾶς	Corban	कर्बान
G2879	Κόρε	Korah	कोरह
G0288	ἄμπελος	vine	दाख
G2880	κορέννυμι	satisfy	तृप्त
G2881	Κορίνθιος	Corinthian	कोरिंथियन
G2882	Κόρινθος	Corinth	कोरिंथ
G2883	Κορνήλιος	Cornelius	कुरनेलियुस
G2884	κόρος	cor	कोर
G2885	κοσμέω	arrange	सजाना
G2886	κοσμικός	earthly	सांसारिक
G2887	κόσμιος	respectable	शालीन
G2888	κοσμοκράτωρ	world power	विश्वशासक
G2889	κόσμος	world	संसार
G0289	ἀμπελουργός	vine-worker	दाख की खेती करने वाला
G2890	Κούαρτος	Quartus	क्वार्तुस
G2891	κοῦμ	stand up!	उठो
G2892	κουστωδία	guard	पहरेदारी
G2893	κουφίζω	lighten	हल्का करना
G2894	κόφινος	basket	टोकरी
G2895	κράβαττος	bed	पलंग
G2896	κράζω	cry	चिल्लाना
G2897	κρεπάλη	dissipation	लिप्सा
G2898	κρανίον	Skull	खोपड़ी
G2899	κράσπεδον	edge	किनारा
G0029	ἀγγαρεύω	force	बलपूर्वक ले जाना
G0290	ἀμπελών	vineyard	अंगूर का बाग
G2900	κραταιός	mighty	शक्तिशाली
G2901	κραταιόω	strengthen	मजबूत करना
G2902	κρατέω	grasp	पकड़ना
G2903	κράτιστος	excellent	उत्तम
G2904	κράτος	power	सामर्थ्य
G2905	κραυγάζω	shout	चिल्लाना
G2906	κραυγή	shouting	चीख
G2907	κρέας	meat	मांस
G2908		greater	श्रेष्ठ
G2909	κρείττων	stronger	श्रेष्ठ
G0291	Ἀμπλιᾶτος	Ampliatus	अम्प्लियास
G2910	κρεμάννυμι	hang	लटकना
G2911	κρημνός	cliff	खाई
G2912	Κρής	Cretan	क्रेती
G2913	Κρήσκης	Crescens	क्रेसकेस
G2914	Κρήτη	Crete	क्रीट
G2915	κριθή	barley	जौ
G2916	κρίθινος	barley	जौ
G2917	κρίμα	judgment	निर्णय
G2918	κρίνον	lily	कुमुद
G2919	κρίνω	judge	न्याय करना
G0292	ἀμφιβάλλω	defend	रक्षा करना
G2920	κρίσις	judgment	न्याय
G2921	Κρίσπος	Crispus	क्रिस्पुस
G2922	κριτήριον	court	अदालत
G2923	κριτής	judge	न्यायाधीश
G2924	κριτικός	discerning	विवेकी
G2925	κρούω	knock	खटखटाना
G2926	κρύπτη	cellar	तहखाना
G2927	κρυπτός	hidden	छिपा
G2928	κρύπτω	hide	छिपाना
G2929	κρυσταλλίζω	be clear	स्फटिक सी स्पष्ट
G0293	ἀμφίβληστρον	net	जाल
G2930	κρυφαῖος	crystal	गुप्त
G2931	κρυφῇ	in secret	गुप्त रूप से
G2932	κτάομαι	posses	प्राप्त करना
G2933	κτῆμα	possession	संपत्ति
G2934	κτῆνος	animal	पशु
G2935	κτήτωρ	owner	मालिक
G2936	κτίζω	create	सृजन करना
G2937	κτίσις	creation	सृष्टि
G2938	κτίσμα	creature	प्राणी
G2939	κτίστης	creator	सृजनकर्ता
G0294	ἀμφιέννυμι	clothe	वस्त्र पहनाना
G2940	κυβία	cunning	कपट
G2941	κυβέρνησις	administration	प्रशासन
G2942	κυβερνήτης	captain	नाविक
G2943	κυκλόθεν	around	चारों ओर
G2944	κυκλόω	surround	घेरना
G2945	κύκλῳ	surrounding	इर्द-गिर्द
G2946	κυλισμός	wallowing	लोटपोट
G2947	κυλίω	wallow	लोटना
G2948	κυλλός	crippled	विकलांग
G2949	κῦμα	wave	लहर
G0295	Ἀμφίπολις	Amphipolis	अम्फीपोलिस
G2950	κύμβαλον	cymbal	झाल
G2951	κύμινον	cumin	जीरा
G2952	κυνάριον	little dog	कुत्ता
G2953	Κύπριος	Cyprus	साइप्रस वासी
G2954	Κύπρος	Cyprus	साइप्रस
G2955	κύπτω	stoop	झुकना
G2956	Κυρηναῖος	Cyrene	कुरेन वासी
G2957	Κυρήνη	Cyrene	कुरेन
G2958	Κυρήνιος	Quirinius	क्वीरिनियुस
G2959	κυρία	lady	महिला
G0296	ἄμφοδον	street	गली
G2960	κυριακός	Lord’s	प्रभु का
G2961	κυριεύω	lord over	शासन करना
G2962	κύριος	lord	प्रभु
G2963	κυριότης	lordship	प्रभुत्व
G2964	κυρόω	affirm	पुष्टि करना
G2965	κύων	dog	कुत्ता
G2966	κῶλον	corpse	शव
G2967	κωλύω	prevent	रोकना
G2968	κώμη	village	गाँव
G2969	κωμόπολις	village	गाँव
G2970	κῶμος	orgy	उत्सव
G2971	κώνωψ	gnat	मच्छर
G2972	Κῶ	Cos	कोस
G2973	Κωσάμ	Cosam	कोसाम
G2974	κωφός	deaf	बहरा
G2975	λαγχάνω	choose by lot	चिट्ठी डालना
G2976	Λάζαρος	Lazarus	लाज़रुस
G2977	λάθρᾳ	quietly	चुपचाप
G2978	λαῖλαψ	storm	तूफान
G2979	λακτίζω	kick	ठोकर मारना
G0298	ἀμώμητος	blameless	निर्दोष
G2980	λαλέω	speak	बोलना
G2981	λαλιά	speech	बातचीत
G2982	λεμά	why?	क्यों
G2983	λαμβάνω	take	लेना
G2984	Λάμεχ	Lamech	लामेख
G2985	λαμπάς	window	दीपक
G2986	λαμπρός	shining	चमकदार
G2987	λαμπρότης	brightness	चमक
G2988	λαμπρῶς	magnificently	शानदार
G2989	λάμπω	shine	चमकना
G0299	ἄμωμος	blameless	निर्दोष
G2990	λανθάνω	be hidden	छिपा होना
G2991	λαξευτός	engraved	पत्थर से तराशा
G2992	λαός	people	लोग
G2993	Λαοδίκια	Laodicea	लौदिकिया
G2994	Λαοδικαιύς	Laodicean	लौदिकिया निवासी
G2995	λάρυγξ	throat	कंठ
G2996	Λασαία	Lasea	लसिया
G3000	λατρεύω	minister	सेवा करना
G3001	λάχανον	plant	सब्जी
G3003	λεγεών	Legion	सेना
G3004	λέγω	say	कहना
G3005	λῖμμα	remnant	अवशेष
G3006	λεῖος	smooth	चिकना
G3007	λείπω	lack	कमी होना
G3008	λειτουργέω	minister	पूजा करना
G3009	λειτουργία	ministry	पूजा सेवा
G0301	Ἀμώς	Amos	आमोस
G3010	λειτουργικός	ministering	सेवारत
G3011	λειτουργός	minister	सेवक
G3012	λέντιον	towel	तौलिया
G3013	λεπίς	scale	चकती
G3014	λέπρα	leprosy	कोढ़
G3015	λεπρός	leprous	कोढ़ी
G3016	λεπτόν	coin	दमड़ी
G3017	Λευεί	Levi	लेवी
G3018		Levi	लेवी
G3019	Λευείτης	Levite	लेवीय
G0302	ἄν	if	यदि
G3020	Λευειτικός	Levitical	लेवीय
G3021	λευκαίνω	bleach	सफेद करना
G3022	λευκός	white	सफेद
G3023	λέων	lion	शेर
G3024	λήθη	forgetfulness	भुलक्कड़पन
G3025	ληνός	winepress	अंगूर निचोड़
G3026	λῆρος	nonsense	बकवास
G3027	λῃστής	robber	डाकू
G3028	λῆμψις	receiving	प्राप्ति
G3029	λείαν	greatly	बहुत
G0303	ἀνά	each	प्रत्येक
G3030	λίβανος	frankincense	लोबान
G3031	λιβανωτός	censer	धूपदान
G3032	λιβερτῖνος	Freedmen	स्वतंत्र
G3033	Λιβύη	Libya	लीबिया
G3034	λιθάζω	stone	पत्थर मारना
G3035	λίθινος	stone	पत्थर का
G3036	λιθοβολέω	stone	पत्थर मारना
G3037	λίθος	stone	पत्थर
G3038	λιθόστρωτος	Stone Pavement	पत्थर की पटिया
G3039	λικμάω	crush	पीसना
G0304	ἀναβαθμός	stairs	सीढ़ी
G3040	λιμήν	Havens	बंदरगाह
G3041	λίμνη	lake	झील
G3042	λιμός	hunger	भूख
G3043	λίνον	linen	सन
G3044	Λίνος	Linus	लीनुस
G3045	λιπαρός	rich	चिकना
G3046	λίτρα	pound	पौंड
G3047	λίψ	southwest	दक्षिण-पश्चिम
G3048	λογεία	collection	संग्रह
G3049	λογίζομαι	count	गिनना
G0305	ἀναβαίνω	ascend	चढ़ना
G3050	λογικός	spiritual	आत्मिक
G3051	λόγιον	oracles	वचन
G3052	λόγιος	learned	विद्वान
G3053	λογισμός	thought	विचार
G3054	λογομαχέω	quarrel	झगड़ना
G3055	λογομαχία	quarrel	झगड़ा
G3056	λόγος	word	शब्द
G3057	λόγχη	spear	भाला
G3058	λοιδορέω	revile	अपमान करना
G3059	λοιδορία	reviling	अपमान
G0306	ἀναβάλλω	defer	स्थगित करना
G3060	λοίδορος	reviler	अपमानजनक
G3061	λοιπὸν	pestilence	महामारी
G3062	λοιπός	remaining	बाकी
G3063	λοιπὸν	henceforth	अब के बाद
G3064		henceforth	अब के बाद
G3065	Λουκᾶς	Luke	लूका
G3066	Λούκιος	Lucius	लूकियुस
G3067	λουτρόν	washing	स्नान
G3068	λούω	wash	धोना
G3069		Lydda	लिद्दा
G3070	Λυδία	Lydia	लिडिया
G3071	Λυκαονία	Lycaonia	लिकाओनिया
G3072	Λυκαονιστί	Lycaonian	लिकाओनी
G3073	Λυκία	Lycia	लिकिया
G3074	λύκος	wolf	भेड़िया
G3075	λυμαίνω	ravage	विध्वंस करना
G3076	λυπέω	grieve	दुःख देना
G3077	λύπη	grief	दुःख
G3078	Λυσανίας	Lysanias	लुसानियास
G3079	Λυσίας	Lysias	लुसियास
G0308	ἀναβλέπω	look up	ऊपर देखना
G3080	λύσις	divorce	विच्छेद
G3081	λυσιτελέω	profit	लाभदायक होना
G3082	Λύστρα	Lystra	लिस्त्रा
G3083	λύτρον	ransom	छुड़ौती
G3084	λυτρόω	ransom	छुड़ाना
G3085	λύτρωσις	redemption	मुक्ति
G3086	λυτρωτής	redeemer	मुक्तिदाता
G3087	λυχνία	lampstand	दीपाधार
G3088	λύχνος	lamp	दीपक
G3089	λύω	loose	खोलना
G0309	ἀνάβλεψις	recovery of sight	दृष्टि-लाभ
G3090	Λωΐς	Lois	लोइस
G3091	Λώτ	Lot	लूत
G3092	Μάαθ	Maath	मआथ
G3093	Μαγαδάν	Magadan	मगदान
G3094	Μαγδαληνή	Magdalene	मग्दलीनी
G3095	μαγία	magic	जादू
G3096	μαγεύω	practice magic	जादू करना
G3097	μάγος	sage	ज्ञानी
G3098	Μαγώγ	Magog	मागोग
G3099	Μαδιάμ	Midian	मिद्यान
G0031	ἀγγελία	message	संदेश
G0310	ἀναβοάω	cry out	पुकारना
G3100	μαθητεύω	disciple	शिष्य बनाना
G3101	μαθητής	disciple	शिष्य
G3102	μαθήτρια	disciple	शिष्या
G3103	Μαθουσαλά	Methuselah	मतूसलह
G3104	Μεννά	Menna	मेन्ना
G3105	μαίνομαι	rave	पागल होना
G3106	μακαρίζω	bless	धन्य कहना
G3107	μακάριος	blessed	धन्य
G3108	μακαρισμός	blessedness	धन्यता
G3109	Μακεδονία	Macedonia	मकिदुनिया
G0311	ἀναβολή	delay	विलंब
G3110	Μακεδών	Macedonia	मकिदुनियाई
G3111	μακρᾷ	meat market	मांस बाजार
G3112	μακράν	far	दूर
G3113	μακρόθεν	from afar	दूर से
G3114	μακροθυμέω	have patience	धैर्य रखना
G3115	μακροθυμία	patience	धैर्य
G3116	μακροθύμως	patiently	धैर्य से
G3117	μακρός	long	लंबा
G3118	μακροχρόνιος	long-lived	दीर्घजीवी
G3119	μαλακία	sickness	रोग
G0312	ἀναγγέλλω	report	सूचित करना
G3120	μαλακός	soft	कोमल
G3121	Μαλελεήλ	Mahalaleel	महलेलेल
G3122	μάλιστα	especially	विशेषकर
G3123	μᾶλλον	more	अधिक
G3124	Μάλχος	Malchus	मलखुस
G3125	μάμμη	grandmother	दादी
G3126	μαμωνᾶς	wealth	धन
G3127	Μαναήν	Manaen	मनाएन
G3128	Μανασσῆς	Manasseh	मनस्से
G3129	μανθάνω	learn	सीखना
G0313	ἀναγεννάω	beget	फिर से जन्म देना
G3130	μανία	insanity	पागलपन
G3131	μάννα	manna	मन्ना
G3132	μαντεύομαι	divine	भविष्यवाणी करना
G3133	μαραίνω	fade	मुरझाना
G3134	μαράνα	Come, Lord!	मरन अठा
G3135	μαργαρίτης	pearl	मोती
G3136	Μάρθα	Martha	मार्था
G3137	Μαρία	Mary	मरियम
G3138	Μᾶρκος	Mark	मार्कुस
G3139	μάρμαρος	marble	संगमरमर
G0314	ἀναγινώσκω	read	पढ़ना
G3140	μαρτυρέω	testify	गवाही देना
G3141	μαρτυρία	testimony	गवाही
G3142	μαρτύριον	testimony	गवाही
G3143	μαρτύρομαι	testify	गवाही देना
G3144	μάρτυρος	witness	गवाह
G3145	μασάομαι	gnaw	दाँत से पीसना
G3146	μαστιγόω	whip	कोड़े मारना
G3147	μαστίζω	whip	कोड़े मारना
G3148	μάστιξ	whip	कोड़ा
G3149	μαστός	breast	स्तन
G0315	ἀναγκάζω	compel	बाध्य करना
G3150	ματαιολογία	babble	व्यर्थ बातचीत
G3151	ματαιολόγος	babbler	व्यर्थ बातचीत करने वाला
G3152	μάταιος	futile	व्यर्थ
G3153	ματαιότης	futility	व्यर्थता
G3154	ματαιόω	make futile	व्यर्थ करना
G3155	μάτην	in vain	व्यर्थ
G3156	Μαθθαῖος	Matthew	मत्ती
G3157	Μαθθάν	Matthan	मत्तान
G3158	Μαθθάτ	Matthat	मत्तात
G3159	Μαθθίας	Matthias	मत्तियास
G3160	Ματταθά	Mattatha	मत्तता
G3161	Ματταθίας	Mattathias	मत्तत्थियास
G3162	μάχαιρα	sword	तलवार
G3163	μάχη	quarrel	झगड़ा
G3164	μάχομαι	quarrel	झगड़ना
G3165		me	मुझे
G3166		boast	डींग मारना
G3167	μεγαλεῖος	mighty	महान्
G3168	μεγαλειότης	majesty	महिमा
G3169	μεγαλοπρεπής	majestic	राजकीय
G0317	ἀναγκαστῶς	necessarily	अनिवार्यतः
G3170	μεγαλύνω	magnify	बड़ाना
G3171	μεγάλως	greatly	बहुत
G3172	μεγαλωσύνη	majesty	महिमा
G3173	μέγας	great	बड़ा
G3174	μέγεθος	greatness	महानता
G3175	μεγιστάν	great man	महापुरुष
G3176	μέγιστος	greatest	सबसे बड़ा
G3177	μεθερμηνεύω	mean	अनुवाद करना
G3178	μέθη	drunkenness	नशा
G3179	μεθίστημι	move	स्थानांतरित करना
G0318	ἀνάγκη	necessity	आवश्यकता
G3180	μεθοδία	scheme	षड्यंत्र
G3181		boundary	सीमांत
G3182	μεθύσκω	get drunk	नशे में हो जाना
G3183	μέθυσος	drunkard	शराबी
G3184	μεθύω	get drunk	नशे में होना
G3185		greater	बड़ा
G3186		greatest	सबसे बड़ा
G3187	μείζων	greater	बड़ा
G3188		ink	स्याही
G3189	μέλας	black	काला
G0319	ἀναγνωρίζω	recognize	पहचानना
G3190	Μελεά	Melea	मेलिया
G3191	μελετάω	meditate	ध्यान करना
G3192	μέλι	honey	शहद
G3193		honeycomb	मधुकोश
G3194	Μελίτη	Malta	माल्टा
G3195	μέλλω	ensue	होनेवाला
G3196	μέλος	member	अंग
G3197	Μελχεί	Melchi	मेलकी
G3198	Μελχισέδεκ	Melchizedek	मेलकिसेदक
G3199	μέλω	concern	परवाह
G0032	ἄγγελος	angel	दूत
G0320	ἀνάγνωσις	reading	पाठ
G3200	μεμβράνα	parchment	चर्मपत्र
G3201	μέμφομαι	blame	दोष
G3202	μεμψίμοιρος	malcontent	असंतुष्ट
G0321	ἀνάγω	lead	चढ़ाना
G0322	ἀναδείκνυμι	appoint	नियुक्त
G0323	ἀνάδειξις	public appearance	प्रकटीकरण
G0324	ἀναδέχομαι	receive	ग्रहण
G0325	ἀναδίδωμι	deliver	सौंपना
G0326	ἀναζάω	revive	जीवित
G0327	ἀναζητέω	search	खोज
G0328	ἀναζώννυμι	gird	कसना
G0329	ἀναζωπυρέω	rekindle	प्रज्वलित
G0033		lead	नेतृत्व
G0330	ἀναθάλλω	renew	पुनरुज्जीवित
G3303	μέν	on the other hand	तो
G3304	μενοῦνγε	rather	बल्कि
G3305	μέντοι	yet	तथापि
G3306	μένω	stay	रहना
G3307	μερίζω	divide	विभाजित
G3308	μέριμνα	concern	चिंता
G3309	μεριμνάω	worry	चिंतित
G0331	ἀνάθεμα	devoted	श्राप
G3310	μερίς	part	अंश
G3311	μερισμός	division	विभाजन
G3312	μεριστής	arbiter	मध्यस्थ
G3313	μέρος	part	हिस्सा
G3314	μεσημβρία	noon	दोपहर
G3315	μεσιτεύω	guarantee	गारंटी
G3316	μεσίτης	mediator	मध्यस्थ
G3317	μεσονύκτιον	midnight	मध्यरात्रि
G3318	Μεσοποταμία	Mesopotamia	मेसोपोटामिया
