# source=tw (human-translated Translation-Words article titles) + llm (remainder); anchored on the original lemma
strong	lemma_ref	en_ref	gloss
H7273	רַגְלִי	soldier, warrior	tentara, pejuang, prajurit
H7275	רָגַם	stone, stoning	batu, bebatuan, merajam
H7277	רִגְמָה	assembly, assemble, congregation, meeting	majelis, pertemuan, berkumpul, telah berkumpul
H7280	רָגַע	peace, peaceful, peacemaker	damai, kedamaian, pembuat perdamaian
H7281	רֶגַע	hour, moment	jam, berjam-jam
H7282	רָגֵעַ	peace, peaceful, peacemaker	damai, kedamaian, pembuat perdamaian
H7285	רֶגֶשׁ	assembly, assemble, congregation, meeting	majelis, pertemuan, berkumpul, telah berkumpul
H7287	רָדָה	rule, reign, ruler, prefect	aturan, peraturan-peraturan, menguasai, penguasa
H7291	רָדַף	persecute	dianiaya, penganiayaan
H7293	רַהַב	Rahab	Rahab
H7294	רַהַב	Rahab	Rahab
H7295	רָהָב	proud, pride, prideful, boast	bermegah, angkuh, dengan angkuh, bangga
H7301	רָוָה	feast, feasting	pesta
H7307	רוּחַ	spirit, wind, breath	roh, roh-roh, rohani
H7311	רוּם	exalt, exalted, exaltation	mengagungkan, keagungan
H7318	רוֹמָם	exalt, exalted, exaltation	mengagungkan, keagungan
H7319	רוֹמְמָה	exalt, exalted, exaltation	mengagungkan, keagungan
H7322	רוּף	tremble, stagger, shake, shaken	gemetar, gemetaran, bergetar, berguncang
H7327	רוּת	Ruth	Rut
H7332	רָזוֹן	waste, wasted, wasteland, becomes weak	limbah, terbuang, menyia-nyiakan, tanah pembuangan
H7333	רָזוֹן	rule, reign, ruler, prefect	aturan, peraturan-peraturan, menguasai, penguasa
H7336	רָזַן	rule, reign, ruler, prefect	aturan, peraturan-peraturan, menguasai, penguasa
H7343	רָחָב	Rahab	Rahab
H7346	רְחַבְעָם	Rehoboam	Rehabeam
H7349	רַחוּם	mercy, merciful	kemurahan hati, bermurah hati
H7353	רָחֵל	ewe, ram, sheep, sheepfold	domba betina, domba jantan, domba, bulu domba
H7354	רָחֵל	Rachel	Rahel
H7355	רָחַם	compassion, compassionate	belas kasih, berbelas kasihan
H7356	רַחַם	compassion, compassionate	belas kasih, berbelas kasihan
H7358	רֶחֶם	womb	rahim, kandungan
H7362	רַחְמָנִי	compassion, compassionate	belas kasih, berbelas kasihan
H7378	רִיב	plea, plead, please, beg	memohon, permohonan, memelas
H7379	רִיב	strife, disputes, quarrel, arguing	perselisihan
H7383	רִיפָה	grain, grainfields	biji-bijian, ladang gandum
H7385	רִיק	vain, vanity	sia-sia, kesombongan
H7392	רָכַב	horse, warhorse, horseback, stallion	Kuda-kuda perang, punggung kuda
H7393	רֶכֶב	chariot, charioteer	Kereta Perang, Kereta-kereta Perang, Kusir
H7395	רַכָּב	chariot, charioteer	Kereta Perang, Kereta-kereta Perang, Kusir
H7398	רְכוּב	chariot, charioteer	Kereta Perang, Kereta-kereta Perang, Kusir
H7399	רְכוּשׁ	good, right, pleasant, better	baik, kebaikan
H7400	רָכִיל	gossip, gossips, talk nonsense	gosip, gosip-gosip, pengecek, bicara omong kosong
H7409	רֶכֶשׁ	horse, warhorse, horseback, stallion	Kuda-kuda perang, punggung kuda
H7411	רָמָה	deceive, lie, deception, illusion	menipu, mendustakan, penipu, pendusta
H7414	רָמָה	Ramah	Rama
H7416	רִמּוֹן	pomegranate	delima
H7417	רִמּוֹן	Rimmon	Rimon
H7418	רָמוֹת	Ramoth	Ramot
H7420	רֹמַח	spear, spearmen	tombak
H7423	רְמִיָּה	deceive, lie, deception, illusion	menipu, mendustakan, penipu, pendusta
H7424	רַמָּךְ	horse, warhorse, horseback, stallion	Kuda-kuda perang, punggung kuda
H7426	רָמַם	exalt, exalted, exaltation	mengagungkan, keagungan
H7429	רָמַס	trample	menginjak-injak, terinjak
H7433	רָמֹת גִּלעָד	Ramoth	Ramot
H7434	רָמַת הַמִּצְפֶּה	Mizpah	Mizpa
H7442	רָנַן	joy, joyful, rejoice, glad	sukacita, bersukacita
H7445	רְנָנָה	joy, joyful, rejoice, glad	sukacita, bersukacita
H7451	רַע	evil, wicked, wickedness, unpleasant	jahat, fasik, kefasikkan
H7453	רֵעַ	neighbor, neighborhood, neighboring	tetangga, bertetangga
H7455	רֹעַ	evil, wicked, wickedness, unpleasant	jahat, fasik, kefasikkan
H7458	רָעָב	famine	bencana kelaparan
H7459	רְעָבוֹן	famine	bencana kelaparan
H7460	רָעַד	tremble, stagger, shake, shaken	gemetar, gemetaran, bergetar, berguncang
H7461	רַעַד	tremble, stagger, shake, shaken	gemetar, gemetaran, bergetar, berguncang
H7462	רָעָה	shepherd, herder, pastor	gembala, menggembalakan, penggembalaan
H7463	רֵעֶה	companion, fellow worker, friend	pendamping, pendamping-pendamping
H7464	רֵעָה	companion, fellow worker, friend	pendamping, pendamping-pendamping
H7467	רְעוּאֵל	Jethro, Reuel	Yitro, Rehuel
H7468	רְעוּת	neighbor, neighborhood, neighboring	tetangga, bertetangga
H7470	רְעוּת	will of God	kehendak Allah
H7473	רֹעִי	shepherd, herder, pastor	gembala, menggembalakan, penggembalaan
H7493	רָעַשׁ	tremble, stagger, shake, shaken	gemetar, gemetaran, bergetar, berguncang
H7494	רַעַשׁ	tremble, stagger, shake, shaken	gemetar, gemetaran, bergetar, berguncang
H7496	רָפָא	spirit, wind, breath	roh, roh-roh, rohani
H7511	רָפַס	humble, humbled, humility	rendah hati, kesederhanaan
H7515	רָפַשׂ	trample	menginjak-injak, terinjak
H7522	רָצוֹן	favor, favorable, favoritism	berkenan, perkenan, menyenangkan, pilih kasih
H7523	רָצַח	slay, slain, slaughter, kill	membunuh, terbunuh
H7529	רֶצֶף	stone, stoning	batu, bebatuan, merajam
H7541	רַקָּה	temple, house, house of God	bait suci
H7549	רָקִיעַ	heaven, sky, heavens, heavenly	surga, langit, surga, surgawi
H7561	רָשַׁע	evil, wicked, wickedness, unpleasant	jahat, fasik, kefasikkan
H7562	רֶשַׁע	evil, wicked, wickedness, unpleasant	jahat, fasik, kefasikkan
H7563	רָשָׁע	evil, wicked, wickedness, unpleasant	jahat, fasik, kefasikkan
H7564	רִשְׁעָה	evil, wicked, wickedness, unpleasant	jahat, fasik, kefasikkan
H7565	רֶשֶׁף	plague	tulah
H7576	רָתַק		memperbudak, dalam belenggu
H7582	שָׁאָה	devastate, devastation	menghancurkan, kehancuran
H7585	שְׁאוֹל	Hades, Sheol	Hades, Dunia orang mati
H7586	שָׁאוּל	Saul (OT)	Saul (PL)
H7588	שָׁאוֹן	horror, horrible, object of horror	kengerian, mengerikan, ngeri
H7592	שָׁאַל	inquire, inquiry	meminta petunjuk, permintaan petunjuk
H7600	שַׁאֲנָן	arrogant, presumptuous	sombong, orang sombong, kesombongan
H7602	שָׁאַף	trample	menginjak-injak, terinjak
H7603	שְׂאֹר	yeast, leaven, unleavened	ragi, khamir, adonan asam, tak beragi
H7605	שְׁאָר	remnant	sisa-sisa
H7611	שְׁאֵרִית	remnant	sisa-sisa
H7612	שֵׁאת	desolate, desolated, desolation, deserted	terpencil, perusakan
H7613	שְׂאֵת	majesty	agung
H7614	שְׁבָא	Sheba	Syeba
H7617	שָׁבָה	captive, captivate, captivity, catch	Tawanan, Para Tawanan, Menawan, Ditawan
H7620	שָׁבוּעַ	week	Sabat
H7621	שְׁבוּעָה	oath, vow, swear, swearing	nazar, sumpah, bersumpah demi
H7622	שְׁבוּת	captive, captivate, captivity, catch	Tawanan, Para Tawanan, Menawan, Ditawan
H7625	שְׁבַט	tribe, tribal, tribesmen	suku, suku-suku, kesukuan, anggota suku
H7626	שֵׁבֶט	tribe, tribal, tribesmen	suku, suku-suku, kesukuan, anggota suku
H7628	שְׁבִי	captive, captivate, captivity, catch	Tawanan, Para Tawanan, Menawan, Ditawan
H7633	שִׁבְיָה	captive, captivate, captivity, catch	Tawanan, Para Tawanan, Menawan, Ditawan
H7639	שְׂבָכָה	snare, ensnare, entrap, trap	jerat, menjerat, menjebak, jebakan
H7641	שִׁבֹּל	grain, grainfields	biji-bijian, ladang gandum
H7650	שָׁבַע	oath, vow, swear, swearing	nazar, sumpah, bersumpah demi
H7652	שֶׁבַע	Sheba	Syeba
H7663	שָׂבַר	hope, hoped	harapan
H7664	שֵׂבֶר	hope, hoped	harapan
H7667	שֶׁבֶר	destroy, destruction, annihilate	hancur, binasa, penghancur, pembinasa
H7668	שֶׁבֶר	grain, grainfields	biji-bijian, ladang gandum
H7676	שַׁבָּת	Sabbath	Sabat
H7677	שַׁבָּתוֹן	Sabbath	Sabat
H7682	שָׂגַב	save, saved, safe, salvation	selamat, menyelamatkan, diselamatkan, keselamatan.
H7686	שָׁגָה	tremble, stagger, shake, shaken	gemetar, gemetaran, bergetar, berguncang
H7694	שֵׁגָל	queen	ratu, ratu-ratu
H7700	שֵׁד	demon, evil spirit, unclean spirit	setan, roh jahat, roh najis
H7701	שֹׁד	destroy, destruction, annihilate	hancur, binasa, penghancur, pembinasa
H7703	שָׁדַד	waste, wasted, wasteland, becomes weak	limbah, terbuang, menyia-nyiakan, tanah pembuangan
H7704	שָׂדֶה	earth, land	bumi, duniawi
H7706	שַׁדַּי	Almighty	Maha Kuasa
H7709	שְׁדֵמָה	vineyard	kebun anggur, kebun-kebun anggur
H7716	שֶׂה	ewe, ram, sheep, sheepfold	domba betina, domba jantan, domba, bulu domba
H7723	שָׁוְא	vain, vanity	sia-sia, kesombongan
H7725	שׁוּב	restore, restoration	memulihkan, restorasi
H7736	שׁוּד	waste, wasted, wasteland, becomes weak	limbah, terbuang, menyia-nyiakan, tanah pembuangan
H7737	שָׁוָה	profit, profits, profited, profitable	keuntungan, keuntungan, menguntungkan, tidak menguntungkan
H7742	שׂוּחַ	meditate, meditation	merenungkan
H7743	שׁוּחַ	bow, bow down, kneel, bend	berlutut, membungkuk, bersujud
H7745	שׁוּחָה	pit, pitfall, trench, cistern	lubang, jebakan
H7750	שׂוּט	transgress, transgression	melanggar, pelanggaran
H7760	שׂוּם	appoint, appointed	menunjuk, ditunjuk
H7768	שָׁוַע	cry, cry out, outcry	menangis, berseru, seruan, menjerit
H7769	שׁוּעַ	cry, cry out, outcry	menangis, berseru, seruan, menjerit
H7773	שֶׁוַע	cry, cry out, outcry	menangis, berseru, seruan, menjerit
H7775	שַׁוְעָה	cry, cry out, outcry	menangis, berseru, seruan, menjerit
H7777	שׁוּעָל	Saul (OT)	Saul (PL)
H7778	שׁוֹעֵר	gate, gate bar, gatekeeper, gatepost	gerbang, palang gerbang, penjaga gerbang, pintu gerbang
H7782	שׁוֹפָר	horn, horned	tanduk, tanduk-tanduk, bertanduk
H7786	שׂוּר	rule, reign, ruler, prefect	aturan, peraturan-peraturan, menguasai, penguasa
H7790	שׁוּר	adversary, enemy	penentang, lawan-lawan, musuh, musuh-musuh
H7794	שׁוֹר	cow, bull, calf, cattle	sapi, lembu, banteng, anak lembu
H7797	שׂוּשׂ	joy, joyful, rejoice, glad	sukacita, bersukacita
H7810	שַׁחַד	bribe, bribery, payoff, payoffs	Suap, menyuap, disuap, penyuapan
H7816	שְׁחוּת	pit, pitfall, trench, cistern	lubang, jebakan
H7817	שָׁחַח	bow, bow down, kneel, bend	berlutut, membungkuk, bersujud
H7819	שָׁחַט	slaughter, slaughtered	pembantaian, dibantai, membantai
H7825	שְׁחִית	destroy, destruction, annihilate	hancur, binasa, penghancur, pembinasa
H7826	שַׁחַל	lion, lioness	singa
H7830	שַׁחַץ	proud, pride, prideful, boast	bermegah, angkuh, dengan angkuh, bangga
H7832	שָׂחַק	festival, feast, celebrate	hari raya
H7834	שַׁחַק	heaven, sky, heavens, heavenly	surga, langit, surga, surgawi
H7836	שָׁחַר	seek, search, look for	mencari, dicari, pencarian
H7843	שָׁחַת	destroy, destruction, annihilate	hancur, binasa, penghancur, pembinasa
H7845	שַׁחַת	pit, pitfall, trench, cistern	lubang, jebakan
H7848	שִׁטָּה	acacia	akasia
H7852	שָׂטַם	persecute	dianiaya, penganiayaan
H7853	שָׂטַן	adversary, enemy	penentang, lawan-lawan, musuh, musuh-musuh
H7854	שָׂטָן	adversary, enemy	penentang, lawan-lawan, musuh, musuh-musuh
H7858	שֶׁטֶף	flood	air bah
H7860	שֹׁטֵר	rule, reign, ruler, prefect	aturan, peraturan-peraturan, menguasai, penguasa
H7868	שִׂיב	elder	penatua
H7869	שֵׂיב	age, aged, old, old age	usia, zaman
H7870	שִׁיבָה	captive, captivate, captivity, catch	Tawanan, Para Tawanan, Menawan, Ditawan
H7872	שֵׂיבָה	age, aged, old, old age	usia, zaman
H7878	שִׂיחַ	meditate, meditation	merenungkan
H7879	שִׂיחַ	lament, lamentation	meratapi, ratapan
H7881	שִׂיחָה	meditate, meditation	merenungkan
H7882	שִׁיחָה	pit, pitfall, trench, cistern	lubang, jebakan
H7886	שִׁילֹה	Shiloh	Silo
H7887	שִׁילֹה	Shiloh	Silo
H7896	שִׁית	appoint, appointed	menunjuk, ditunjuk
H7901	שָׁכַב	deceive, lie, deception, illusion	menipu, mendustakan, penipu, pendusta
H7910	שִׁכּוֹר	drunk, drunkard	mabuk, pemabuk
H7916	שָׂכִיר	servant, serve, maidservant, young man	memperbudak, diperbudak, hamba, budak
H7921	שָׁכֹל	barren, dry	tandus
H7922	שֶׂכֶל	understand, understanding, thinking	memahami, mengerti, mengerti, pengertian
H7927	שְׁכֶם	Shechem	Sikhem
H7928	שֶׁכֶם	Shechem	Sikhem
H7931	שָׁכַן	save, saved, safe, salvation	selamat, menyelamatkan, diselamatkan, keselamatan.
H7934	שָׁכֵן	neighbor, neighborhood, neighboring	tetangga, bertetangga
H7937	שָׁכַר	drunk, drunkard	mabuk, pemabuk
H7939	שָׂכָר	reward, prize, deserve	upah, upahan, memberikan upah, pemberi upah
H7941	שֵׁכָר	strong drink	minuman keras
H7949	שָׁלַג	snow	salju, bersalju
H7950	שֶׁלֶג	snow	salju, bersalju
H7951	שָׁלָה	prosper, prosperity, prosperous	sejahtera, makmur, menjadi makmur, kemakmuran
H7952	שָׁלָה	deceive, lie, deception, illusion	menipu, mendustakan, penipu, pendusta
H7962	שַׁלְוָה	prosper, prosperity, prosperous	sejahtera, makmur, menjadi makmur, kemakmuran
H7965	שָׁלוֹם	peace, peaceful, peacemaker	damai, kedamaian, pembuat perdamaian
H7971	שָׁלַח	Absalom	Absalom
H7980	שָׁלַט	rule, reign, ruler, prefect	aturan, peraturan-peraturan, menguasai, penguasa
H7982	שֶׁלֶט	shield	perisai, berperisai
H7989	שַׁלִּיט	rule, reign, ruler, prefect	aturan, peraturan-peraturan, menguasai, penguasa
H7990	שַׁלִּיט	lawful, unlawful, not lawful, lawless	halal, halal, melanggar hukum, tidak halal
H7993	שָׁלַךְ	cast out, driving out, throw out	mencampakkan, mengusir, membuang
H8000	שְׁלַם	perfect, complete	sempurna
H8001	שְׁלָם	peace, peaceful, peacemaker	damai, kedamaian, pembuat perdamaian
H8002	שֶׁלֶם	peace offering	persembahan perdamaian
H8003	שָׁלֵם	perfect, complete	sempurna
H8010	שְׁלֹמֹה	Solomon	Salomo
H8027	שָׁלַשׁ	day	hari, hari-hari
H8032	שִׁלְשׁוֹם	day	hari, hari-hari
H8035	שֵׁם	Shem	Sem
H8045	שָׁמַד	destroy, destruction, annihilate	hancur, binasa, penghancur, pembinasa
H8050	שְׁמוּאֵל	Samuel	Samuel
H8052	שְׁמוּעָה	report, reported, tell, reputation	kabar, kabar-kabar, terkabar
H8056	שָׂמַח	joy, joyful, rejoice, glad	sukacita, bersukacita
H8057	שִׂמְחָה	joy, joyful, rejoice, glad	sukacita, bersukacita
H8058	שָׁמַט	stumble, reeling	tersandung, terantuk, terbentur, kesandung
H8064	שָׁמַיִם	heaven, sky, heavens, heavenly	surga, langit, surga, surgawi
H8074	שָׁמֵם	desolate, desolated, desolation, deserted	terpencil, perusakan
H8076	שָׁמֵם	desolate, desolated, desolation, deserted	terpencil, perusakan
H8077	שְׁמָמָה	desolate, desolated, desolation, deserted	terpencil, perusakan
H8081	שֶׁמֶן	oil	minyak
H8083	שְׁמֹנֶה	Seth	Set
H8085	שָׁמַע	understand, understanding, thinking	memahami, mengerti, mengerti, pengertian
H8088	שֵׁמַע	report, reported, tell, reputation	kabar, kabar-kabar, terkabar
H8089	שֹׁמַע	report, reported, tell, reputation	kabar, kabar-kabar, terkabar
H8095	שִׁמְעוֹן	Simeon	Simeon
H8096	שִׁמְעִי	Shimei	Simei
H8099	שִׁמְעֹנִי	Simeon	Simeon
H8103	שִׁמְצָה	mock, mocker, mockery, ridicule	mengejek, diejek, ejekan, pengejek
H8104	שָׁמַר	watch, guard, take heed, beware	menonton, mengawasi, menyaksikan, penjaga
H8108	שׇׁמְרָה	watch, guard, take heed, beware	menonton, mengawasi, menyaksikan, penjaga
H8111	שֹׁמְרוֹן	Samaria, Samaritan	Samaria, orang Samaria
H8115	שׇׁמְרַיִן	Samaria, Samaritan	Samaria, orang Samaria
H8118	שֹׁמרֹנִי	Samaria, Samaritan	Samaria, orang Samaria
H8123	שִׁמְשׁוֹן	Samson	Samson
H8130	שָׂנֵא	adversary, enemy	penentang, lawan-lawan, musuh, musuh-musuh
H8138	שָׁנָה	perverse, perversion, pervert, depraved	sesat, secara sesat
H8140	שְׁנָה	year	tahun, tahun-tahun
H8141	שָׁנָה	year	tahun, tahun-tahun
H8149	שְׁנִיר	Mount Hermon	Gunung Hermon
H8151	שָׁנַס	gird, girded, wrapped around, tied up	melilitkan, diikat
H8152	שִׁנְעָר	Shinar	Sinear
H8156	שָׁסַע	disperse, dispersion, scatter, distributed	menyebar, penyebaran
H8173	שָׁעַע	delight	kesenangan, kesukaan, gembira
H8175	שָׂעַר	fear, afraid, frighten	takut, kuatir, ketakutan
H8178	שַׂעַר	horror, horrible, object of horror	kengerian, mengerikan, ngeri
H8179	שַׁעַר	gate, gate bar, gatekeeper, gatepost	gerbang, palang gerbang, penjaga gerbang, pintu gerbang
H8184	שְׂעֹרָה	barley	jelai
H8191	שַׁעְשֻׁעַ	delight	kesenangan, kesukaan, gembira
H8193	שָׂפָה	deceive, lie, deception, illusion	menipu, mendustakan, penipu, pendusta
H8198	שִׁפְחָה	servant, serve, maidservant, young man	memperbudak, diperbudak, hamba, budak
H8199	שָׁפַט	judge, judgment	Menghakimi, penghakiman
H8200	שְׁפַט	magistrate	pejabat pengadilan, para pejabat pengadilan
H8201	שֶׁפֶט	judge, judgment	Menghakimi, penghakiman
H8213	שָׁפֵל	shame, ashamed, disgrace, humiliate	malu, memalukan, merasa malu, dipermalukan
H8216	שֶׁפֶל	humble, humbled, humility	rendah hati, kesederhanaan
H8217	שָׁפָל	lowly, lowliness	rendah, kerendahan
H8240	שָׁפָת	ewe, ram, sheep, sheepfold	domba betina, domba jantan, domba, bulu domba
H8242	שַׂק	sackcloth	Kain kabung
H8244	שָׂקַד	bind, bond, bound	mengikat, terikat, ikatan
H8245	שָׁקַד	watch, guard, take heed, beware	menonton, mengawasi, menyaksikan, penjaga
H8248	שָׁקָה	servant, serve, maidservant, young man	memperbudak, diperbudak, hamba, budak
H8251	שִׁקּוּץ	abomination, abominable	yang dibenci
H8262	שָׁקַץ	detest, detested, detestable	benci, jijik, membenci, menjijikkan
H8266	שָׁקַר	deceive, lie, deception, illusion	menipu, mendustakan, penipu, pendusta
H8267	שֶׁקֶר	deceive, lie, deception, illusion	menipu, mendustakan, penipu, pendusta
H8275	שַׁרְבִיט	scepter	tongkat kekuasaan
H8282	שָׂרָה	prince, princess, governor, provincial governor	pangeran, putra mahkota, putri, putri
H8283	שָׂרָה	Sarah, Sarai	Sara
H8289	שָׁרוֹן	Sharon, Plain of Sharon	Saron, Dataran Saron
H8292	שְׁרוּקָה	flute, pipe	serunai, serunai-serunai, seruling, seruling-seruling
H8297	שָׂרַי	Sarah, Sarai	Sara
H8300	שָׂרִיד	remnant	sisa-sisa
H8302	שִׁרְיוֹן	armor, armory	baju perang
H8303	שִׁרְיוֹן	Mount Hermon	Gunung Hermon
H8321	שֹׂרֵק	vine	anggur, pokok anggur
H8323	שָׂרַר	lord, Lord, master, sir	Tuhan, majikkan, tuan, penguasa
H8324	שָׁרַר	adversary, enemy	penentang, lawan-lawan, musuh, musuh-musuh
H8334	שָׁרַת	servant, serve, maidservant, young man	memperbudak, diperbudak, hamba, budak
H8342	שָׂשׂוֹן	joy, joyful, rejoice, glad	sukacita, bersukacita
H8352	שֵׁת	Seth	Set
H8354	שָׁתָה	drunk, drunkard	mabuk, pemabuk
H8356	שָׁתָה	foundation, founder, founded	mendirikan, didirikan, pendiri, dasar
H8362	שָׁתַל	sow, sower, plant, planted	menanam, ditanam kembali, ditransplantasikan, menabur benih
H8371	שָׁתַת	appoint, appointed	menunjuk, ditunjuk
H8378	תַּאֲוָה	lust, lustful, passion, desire	nafsu, bernafsu
H8381	תַּאֲלָה	curse, cursed, cursing	kutukan, terkutuk
H8382	תָּאַם	bear, bearer, bore, borne	menanggung, tanggungan, pembawa
H8384	תְּאֵן	fig	buah ara
H8386	תַּאֲנִיָּה	mourn, mourner, weeping	meratap, ratapan, meratapi, peratap
H8387	תַּאֲנַת שִׁלֹה	Shiloh	Silo
H8392	תֵּבָה	ark	bahtera
H8393	תְּבוּאָה	bear, bearer, bore, borne	menanggung, tanggungan, pembawa
H8394	תָּבוּן	understand, understanding, thinking	memahami, mengerti, mengerti, pengertian
H8398	תֵּבֵל	world, worldly	dunia, duniawi
H8401	תֶּבֶן	devour	melahap, menelan
H8414	תֹּהוּ	waste, wasted, wasteland, becomes weak	limbah, terbuang, menyia-nyiakan, tanah pembuangan
H8415	תְּהוֹם	fountain, source, spring	sumber air, mata air
H8416	תְּהִלָּה	praise, praised, praiseworthy	memuji, memuji, dipuji, memuji
H8417	תׇּהֳלָה	fool, foolish, folly	orang bodoh, bodoh, kebodohan
H8419	תַּהְפֻּכָה	perverse, perversion, pervert, depraved	sesat, secara sesat
H8422	תּוּבַל	Tubal	Tubal
H8423	תּוּבַל קַיִן	Tubal	Tubal
H8424	תּוּגָה	mourn, mourner, weeping	meratap, ratapan, meratapi, peratap
H8426	תּוֹדָה	confess, confession	mengaku, pengakuan
H8428	תָּוָה	mourn, mourner, weeping	meratap, ratapan, meratapi, peratap
H8431	תּוֹחֶלֶת	hope, hoped	harapan
H8433	תּוֹכֵחָה	rebuke, reprove	menegur, teguran, ditegur
H8437	תּוֹלָל	torment, tormented, tormentor	siksaan, disiksa, menyiksa, para penyiksa
H8441	תּוֹעֵבַה	abomination, abominable	yang dibenci
H8446	תּוּר	seek, search, look for	mencari, dicari, pencarian
H8449	תּוֹר	dove, pigeon, turtledove	merpati, burung dara
H8450	תּוֹר	cow, bull, calf, cattle	sapi, lembu, banteng, anak lembu
H8451	תּוֹרָה	law, law of Moses, law of Yahweh, law of God	hukum, hukum Musa, hukum Allah, hukum TUHAN
H8452	תּוֹרָה	law, principle	hukum, kaidah, pemberi hukum, pelanggar hukum
H8453	תּוֹשָׁב	alien, foreigner, sojourn	orang asing, asing, orang luar
H8454	תּוּשִׁיָּה	wise, wisdom	bijaksana, hikmat
H8455	תּוֹתָח	staff, clubs	tongkat
H8458	תַּחְבֻּלָה	advice, advise, advisor, counsel	nasihat, konselor, saran, penasihat
H8467	תְּחִנָּה	grace, gracious	anugerah, kemurahan
H8469	תַּחֲנוּן	plea, plead, please, beg	memohon, permohonan, memelas
H8486	תֵּימָן	spirit, wind, breath	roh, roh-roh, rohani
H8490	תִּימָרָה	column, pillar	kolom, kolom-kolom, pilar, pilar-pilar
H8492	תִּירוֹשׁ	wine, wineskin, new wine	anggur, alat pemeras anggur, penekan anggur, kantung anggur
H8495	תַּיִשׁ	goat, goatskin, scapegoat, kid	kambing, anak kambing, kambing hitam
H8505	תָּכַן	dedicate, dedication, established, devoted	mendedikasikan, dedikasi
H8509	תַּכְרִיךְ	robe, robed	jubah, jubah-jubah, berjubah
H8513	תְּלָאָה	trouble, disturb, stir up, distress	masalah, kesulitan, bermasalah, pembuat masalah
H8518	תָּלָה	hang, hung	menggantungkan, digantung, gantung, tirai
H8535	תָּם	blameless	tidak bercela
H8537	תֹּם	integrity	integritas
H8538	תֻּמָּה	integrity	integritas
H8549	תָּמִים	blameless	tidak bercela
H8558	תָּמָר	palm	palem
H8559	תָּמָר	Tamar	Tamar
H8560	תֹּמֶר	palm	palem
H8561	תִּמֹּר	palm	palem
H8567	תָּנָה	festival, feast, celebrate	hari raya
H8570	תְּנוּבָה	fruit, fruitful, unfruitful	buah, buah-buahan, berbuah, tidak berbuah
H8573	תְּנוּפָה	sacrifice, offering	korban, dikorbankan, mengorbankan, persembahan
H8577	תַּנִּין	serpent, snake, viper	ular, ular berbisa, ular beludak
H8581	תַּעָב	detest, detested, detestable	benci, jijik, membenci, menjijikkan
H8582	תָּעָה	deceive, lie, deception, illusion	menipu, mendustakan, penipu, pendusta
H8584	תְּעוּדָה	confirm, confirmation	meneguhkan, peneguhan, diteguhkan, konfirmasi
H8585	תְּעָלָה	pit, pitfall, trench, cistern	lubang, jebakan
H8588	תַּעֲנוּג	delight	kesenangan, kesukaan, gembira
H8591	תָּעַע	mock, mocker, mockery, ridicule	mengejek, diejek, ejekan, pengejek
H8594	תַּעֲרֻבָה	pledge	ikrar, diikrarkan
H8597	תִּפְאָרָה	splendor	kemegahan
H8605	תְּפִלָּה	pray, prayer	berdoa, doa, pendoa, didoakan
H8610	תָּפַשׂ	seize, seizure, capture	merebut, direbut, penyitaan
H8615	תִּקְוָה	hope, hoped	harapan
H8624	תַּקִּיף	might, mighty, mighty works	besar, sangat berkuasa, lebih berkuasa, dengan kuasa
H8638	תִּרְגַּם	interpret, interpretation, interpreter	menafsirkan, ditafsirkan, penafsiran, tafsiran
H8641	תְּרוּמָה	sacrifice, offering	korban, dikorbankan, mengorbankan, persembahan
H8646	תֶּרַח	Terah	Terah
H8649	תׇּרְמָה	deceive, lie, deception, illusion	menipu, mendustakan, penipu, pendusta
H8653	תַּרְעֵלָה	tremble, stagger, shake, shaken	gemetar, gemetaran, bergetar, berguncang
H8655	תְּרָפִים	image, carved image, cast metal image, figure	patung, patung pahatan, patung ukiran, patung logam tuangan
H8656	תִּרְצָה	Tirzah	Tirza
H8659	תַּרְשִׁישׁ	Tarshish	Tarsis
H8660	תִּרְשָׁתָא	govern, governor, proconsul, Tirshatha	memerintah, pemerintah, pemerintah-pemerintah, gubernur
H8668	תְּשׁוּעָה	save, saved, safe, salvation	selamat, menyelamatkan, diselamatkan, keselamatan.
G1250	διακόσιοι	two hundred	dua ratus
G1251	διακούω	give a hearing	mendengarkan
G1255	διαλαλέω	discuss	membicarakan
G1256	διαλέγω	dispute	berdebat
G1257	διαλίπω	stop	berhenti
G1258	διάλεκτος	language	bahasa
G1260	διαλογίζομαι	discuss	memikirkan
G1261	διαλογισμός	reasoning	pikiran
G1262	διαλύω	disperse	bubar
G1264	διαμάχομαι	contend sharply	bertengkar
G1265	διαμένω	remain	bertahan
G1266	διαμερίζω	divide	membagi
G1267	διαμερισμός	division	perpecahan
G1268	διανέμω	spread	menyebar
G1269	διανεύω	signify	menunjukkan
G0127	αἰδώς	modesty	malu
G1270	διανόημα	thought	pemikiran
G1272	διανοίγω	open up	membuka
G1273	διανυκτερεύω	spend the night	bermalam
G1274	διανύω	continue	menyelesaikan
G1275	διαπαρατριβή	always	pertikaian
G1276	διαπεράω	cross	menyeberang
G1277	διαπλέω	sail across	berlayar
G1278	διαπονέω	be vexed	tersinggung
G1279	διαπορεύω	go through	melewati
G1280	διαπορέω	be perplexed	bingung
G1282	διαπρίω	be furious	marah
G1283	διαρπάζω	rob	merampok
G1284	διαρρήσσω	tear	merobek
G1286	διασείω	extort	merampas
G1288	διασπάω	tear apart	mencabik
