# source=llm; anchored on the original lemma (Hebrew/Greek), English gloss used only as a hint
# down-payment: high-confidence marquee + key-term gaps (curated via Claude); the
# resumable build_llm_glosses.py run fills the remaining ~10k codes (skips these).
strong	lemma_ref	en_ref	gloss
G3903	παρασκευάζω	prepare	preparar
G3904	παρασκευή	Preparation	víspera
G3906	παρατηρέω	observe	observar
G3907	παρατήρησις	observation	observación
G3908	παρατίθημι	set before	presentar
G3909	παρατυγχάνω	be there	estar
G3911	παραφέρω	take away	llevar
G3912	παραφρονέω	be insane	delirar
G3913	παραφρονία	insanity	delirio
G3914	παραχειμάζω	winter	invernar
G3915	παραχειμασία	wintering	invernada
G3919	παρεισάγω	introduce	introducir
G0392	ἀνατάσσομαι	compile	redactar
G3920	παρείσακτος	infiltrated	infiltrado
G3923	παρεισφέρω	supply	aportar
G3926	παρενοχλέω	trouble	molestar
G3928	παρέρχομαι	pass by	pasar
G3930	παρέχω	furnish occasion	ofrecer
G3935	παρίημι	neglect	abandonar
G3936	παρίστημι	stand by	presentar
G3938	πάροδος	passing by	paso
G3939	παροικέω	be a stranger	residir
G3940	παροικία	sojourning	residencia
G3945	παρομοιάζω	resemble	asemejar
G3946	παρόμοιος	like	semejante
G3947	παροξύνω	provoke	irritar
G3949	παροργίζω	anger	enojar
G3955	παρρησιάζομαι	preach boldly	predicar
G3957	Πάσχα	Passover lamb	Pascua
G3960	πατάσσω	strike	golpear
G3964	πατρολῴας	patricide	parricida
G3967	πατρικός	paternal	paternal
G3971	πατρῷος	ancestral	ancestral
G3973	παύω	cease	cesar
G3975	παχύνω	thicken	espesar
G3978	πεζεύω	walk	caminar
G3979	πεζῇ	on foot	a pie
G0398	ἀναφαίνω	appear	aparecer
G3983	πεινάω	hunger	hambrear
G3988	πεισμονή	persuasion	persuasión
G3989	πέλαγος	sea	piélago
G3990	πελεκίζω	behead	decapitar
G3996	πενθέω	mourn	llorar
G3997	πένθος	grief	duelo
G3999	πεντάκις	five times	cinco veces
G0004	ἀβαρής	not burdensome	sin carga
G4000	πεντακισχίλιοι	five thousand	cinco mil
G4006	πεποίθησις	confidence	confianza
G4007		indeed	ciertamente
G4013	περιάγω	take	llevar
G4014	περιαιρέω	take away	quitar
G4015	περιαστράπτω	shine	resplandecer
G4016	περιβάλλω	clothe	vestir
G4017	περιβλέπω	look around	mirar
G4019	περιδέω	wrap around	envolver
G4020	περιεργάζομαι	be a busybody	entrometerse
G4021	περίεργος	meddlesome	entrometido
G4022	περιέρχομαι	go around	recorrer
G4026	περιΐστημι	stand around	rodear
G4029	περίκειμαι	surround	estar rodeado
G4031	περικρατής	in control of	dominar
G4034	περιλάμπω	shine around	brillar
G4035	περιλείπω	remain	quedar
G4036	περίλυπος	sorrowful	afligido
G4039	περιοικέω	dwell around	habitar
G4041	περιούσιος	special	especial
G4044	περιπείρω	pierce	traspasar
G4045	περιπίπτω	fall upon	caer
G4049	περισπάω	distract	distraer
G0405	ἀνδραποδιστής	slave-trader	traficante
G4053	περισσός	excessive	excesivo
G4054		more excessive	más excesivo
G4055	περισσότερος	more excessive	mayor
G4056	περισσοτέρως	more excessively	abundantemente
G4057	περισσῶς	excessively	sobremanera
G4060	περιτίθημι	put on	rodear
G4062	περιτρέπω	drive insane	enloquecerse
G4063	περιτρέχω	run around	correr
G4064	περιφέρω	carry (around)	llevar
G4065	περιφρονέω	despise	despreciar
G4066	περίχωρος	region	región
G4068	περπερεύομαι	boast	jactarse
G0407	ἀνδρίζομαι	act like a man	esforzarse
G4070	πέρυσι	last year	año pasado
G4075	πετρώδης	rocky	pedregoso
G4080	πηλίκος	how great	cuán grande
G4084	πιάζω	arrest	agarrar
G4086	πιθανολογία	persuasive speech	palabrería
G4087	πικραίνω	embitter	amargar
G4092	πίμπρημι	swell up	hincharse
G0410	ἀνέγκλητος	irreproachable	irreprochable
G4103	πιστός	faithful	fiel
G4104	πιστόω	be convinced	convencer
G4108	πλάνος	deceiving	engañador
G4110	πλάσμα	formed thing	criatura
G4113	πλατεῖα	wide street	plaza
G4117	πλεῖον	braided	trenza
G4118	πλειστός	most	mayoría
G4119	πλείων	greater	más
G0412	ἀνεκλάλητος	inexpressible	inefable
G4121	πλεονάζω	increase	abundar
G4122	πλεονεκτέω	exploit	defraudar
G4125	πλευρά	side	costado
G4128	πλῆθος	multitude	multitud
G4130	πλήθω	fill	llenar
G4135	πληροφορέω	fulfill	persuadir
G4136	πληροφορία	assurance	certeza
G4138	πλήρωμα	fulfillment	plenitud
G4139	πλησίον	near	prójimo
G4142	πλοιάριον	small boat	barca
G4146	πλουσίως	richly	abundantemente
G4147	πλουτέω	be rich	enriquecerse
G4150	πλύνω	wash	lavar
G4152	πνευματικός	spiritual	espiritual
G4158	ποδήρης	floorlength	talar
G4159	πόθεν	whence	de dónde
G0416	ἀνεμίζω	be wind-blown	mecerse
G4164	ποικίλος	various	variado
G4168	ποίμνιον	flock	rebaño
G4170	πολεμέω	fight	guerrear
G4173	πολιτάρχης	city authority	politarca
G4178	πολλάκις	often	frecuentemente
G4179	πολλαπλασίονα	many times more	múltiple
G4180	πολυλογία	wordiness	palabrería
G4182	πολυποίκιλος	manifold	multiforme
G4184	πολύσπλαγχνος	very compassionate	misericordioso
G4187	πολυτρόπως	in many ways	de muchas maneras
G4188	πόμα	drink	bebida
G0419	ἀνεξεραύνητος	unsearchable	inescrutable
G4191	πονηρότερος	more evil	más malo
G4193	Ποντικός	of Pontus	póntico
G4202	πορνεία	sexual sin	fornicación
G4203	πορνεύω	sin sexually	fornicar
G4205	πόρνος	sexual sinner	fornicario
G4207	πόρρωθεν	afar off	lejos
G4208	πορρώτερον	farther	más lejos
G4209	πορφύρα	purple cloth	púrpura
G0421	ἀνεξιχνίαστος	unsearchable	inescrutable
G4211	πορφυρόπωλις	dealer in purple	vendedora de púrpura
G4212	ποσάκις	how often!	cuántas veces
G4213	πόσις	drink	bebida
G4216	ποταμοφόρητος	flooded	arrastrado por río
G4217	ποταπός	of what kind?	qué clase
G4218	ποτέ	once	una vez
G0422	ἀνεπαίσχυντος	unashamed	sin vergüenza
G4220	πότερον	whether	cuál
G4222	ποτίζω	water	dar de beber
G4225	πού	somewhere	en algún lugar
G4231	πραγματεύομαι	trade	comerciar
G4235		gentle	manso
G4236		gentleness	mansedumbre
G4241	πρέπω	be proper	conviene
G4243	πρεσβεύω	be ambassador	ser embajador
G4245	πρεσβύτερος	elder	anciano
G4249	πρίζω	saw (in two)	aserrar
G4250	πρίν	before	antes
G4252	Πρίσκιλλα	Priscilla	Priscila
G4253	πρό	before	antes
G4254	προάγω	go	ir delante
G4255	προαιρέω	predetermine	predeterminar
G4256	προαιτιάομαι	accuse	acusar
G4257	προακούω	hear beforehand	oír de antemano
G4258	προαμαρτάνω	sin beforehand	pecar antes
G4260	προβαίνω	advance	avanzar
G4262	προβάτιον	Sheep Gate	oveja
G4265	προβλέπω	foresee	prever
G4266	προγίνομαι	do beforehand	ocurrir antes
G4267	προγινώσκω	know	preconocer
G4268	πρόγνωσις	foreknowledge	preconocimiento
G4270	προγράφω	write	escribir de antemano
G4271	πρόδηλος	obvious	manifiesto
G4272	προδίδωμι	give in advance	dar previamente
G4275		foresee	prever
G4276	προελπίζω	hope beforehand	esperar de antemano
G4277		predict	predecir
G4278	προενάρχομαι	begin beforehand	comenzar antes
G4279	προεπαγγέλλω	promise	prometer de antemano
G4280		predict	predecir
G4281	προέρχομαι	go before	ir delante
G4282	προετοιμάζω	prepare	preparar de antemano
G4283	προευαγγελίζομαι	speak good news	evangelizar de antemano
G4284	προέχω	excel	aventajar
G4285	προηγέομαι	prefer	anteponer
G4287	προθεσμία	set time	plazo señalado
G0429	ἀνευρίσκω	find	hallar
G4294	προκαταρτίζω	arrange	preparar de antemano
G4295	πρόκειμαι	set before	estar propuesto
G4296	προκηρύσσω	announce	proclamar de antemano
G4299	πρόκριμα	prejudice	prejuicio
G0430	ἀνέχω	endure	tolerar
G4300	προκυρόω	establish	confirmar de antemano
G4302	προλέγω	foretell	predecir
G4304	προμελετάω	premeditate	premeditación
G4305	προμεριμνάω	worry beforehand	preocuparse
G4306	προνοέω	care for	proveer
G4307	πρόνοια	foresight	providencia
G4308	προοράω	foresee	prever
G4309	προορίζω	predestine	predestinar
G4310	προπάσχω	suffer before	padecer antes
G4311	προπέμπω	help on the way	despedir
G4313	προπορεύομαι	go before	ir delante
G4315	προσάββατον	Friday	víspera de sábado
G4317	προσάγω	bring near	traer
G4320	προσαναβαίνω	go up	subir
G4321	προσαναλόω	expend	gastar
G4322	προσαναπληρόω	supply	suplir
G4324	προσαπειλέω	threaten further	amenazar además
G4325	προσδαπανάω	spend extra	gastar
G4326	προσδέομαι	need	necesitar
G4328	προσδοκάω	look for	esperar
G0433	ἀνήκω	be fitting	corresponder
G4330	προσεάω	permit	permitir
G4331		approach	acercarse
G4332		sit near	sentarse
G4333	προσεργάζομαι	earn more	ganar
G4334	προσέρχομαι	come near	acercarse
G4337	προσέχω	watch out	atender
G4338	προσηλόω	nail	clavar
G4339	προσήλυτος	proselyte	prosélito
G4342	προσκαρτερέω	continue in	perseverar
G4343	προσκαρτέρησις	perseverance	perseverancia
G4348	πρόσκομμα	stumbling block	tropiezo
G4350	προσκόπτω	strike	tropezar
G4351	προσκυλίω	roll before	rodar
G4352	προσκυνέω	worship	adorar
G4354	προσλαλέω	talk to	hablar
G4357	προσμένω	remain	permanecer
G4359	προσοφείλω	owe besides	deber
G4360	προσοχθίζω	be angry	disgustarse
G4363	προσπίπτω	fall	caer
G4365	προσπορεύομαι	approach	aproximarse
G4366	προσρήσσω	strike	golpear
G4370	προστρέχω	hasten	correr
G4374	προσφέρω	bring to	ofrecer
G4378	πρόσχυσις	sprinkling	aspersión
G4380	προσωπολημπτέω	favor	favorecer
G4381	προσωπολήμπτης	prejudiced person	parcial
G4382	προσωπολημψία	favoritism	parcialidad
G4384		predetermine	predestinar
G4386	πρότερον	previously	antes
G4387	πρότερος	before	anterior
G4388	προτίθημι	plan	proponerse
G0439	ἀνθρακιά	charcoal fire	brasero
G4390	προτρέχω	outrun	adelantarse
G4391	προϋπάρχω	be formerly	preexistir
G4393	προφέρω	bring out	sacar
G4394	προφητεία	prophecy	profecía
G4399	προφθάνω	come before	anticipar
G4400	προχειρίζω	appoint	designar
G4401	προχειροτονέω	choose	elegir
G4404	πρωΐ	early	mañana
G4405	πρωΐα	early morning	madrugada
G4406	πρόϊμος	early rain	temprano
G4407	πρωϊνός	morning	matutino
G4409	πρωτεύω	be first	preeminencia
G0441	ἀνθρωπάρεσκος	people-pleaser	adulador
G4410	πρωτοκαθεδρία	seat of honor	primer asiento
G4411	πρωτοκλισία	place of honor	lugar de honor
G4413	πρῶτος	first	primero
G4415	πρωτοτόκια	birthright	primogenitura
G4422	πτοέω	frighten	espantar
G4423	πτόησις	fear	espanto
G4425	πτύον	winnowing fork	bieldo
G4426	πτύρω	frighten	amedrentar
G4430	πτῶμα	corpse	cadáver
G4433	πτωχεύω	be poor	empobrecer
G4436	Πύθων	divining spirit	Pitón
G4437	πυκνός	often	frecuente
G0444	ἄνθρωπος	human	hombre
G4445	πυρέσσω	be feverish	tener fiebre
G4446	πυρετός	fever	fiebre
G4447	πύρινος	fiery	de fuego
G4449	πυρόω	be (fiery) red	ser rojo
G0445		proconsul	procónsul
G4450	πυρρός	fiery red	rojo
G4452		somehow	de algún modo
G4455	πώποτε	ever	nunca
G4456	πωρόω	harden	endurecer
G4457	πώρωσις	hardening	endurecimiento
G4458	πώς	how	cómo
G4459	πῶς	how?!	¿cómo?
G4462	ραββουνεί	Rabboni	Rabboni
G4463	ῥαβδίζω	beat with a rod	apalear
G0448	ἀνέλεος	merciless	despiadado
G4481	Ῥαιφάν	Rephan	Refán
G4483		say	decir
G0449	ἄνιπτος	unwashed	sin lavar
G4490	ῥητῶς	expressly	expresamente
G4492	ῥιζόω	root	arraigar
G4494	ῥιπίζω	toss about	agitar
G4495		throw off	arrojal
G0450	ἀνίστημι	arise	levantarse
G4500	ῥοιζηδόν	with a roar	estruendo
G4505	ῥύμη	lane	calle
G4507	ῥυπαρία	filth	inmundicia
G4510	ῥυπαίνω	defile	ensuciar
G4513		Latin	romano
G4515	Ῥωμαϊστί	in Latin	latín
G4517	ῥώννυμι	farewell	fortalecerse
G4520	σαββατισμός	Sabbath rest	reposo
G4525	σαίνω	shake	conmover
G4527	Σαλά	Sala	Sala
G4537	σαλπίζω	sound a trumpet	tocar trompeta
G0454	ἄνοια	folly	insensatez
G4556		gem	sardio
G4566	Σατανᾶς	Satan	Satanás
G4570	σβέννυμι	extinguish	apagar
G4571		you	te
G4572	σεαυτοῦ	yourself	ti mismo
G4577	σειρός	chain	cadena
G0458	ἀνομία	lawlessness	iniquidad
G4583	σεληνιάζομαι	be epileptic	lunático
G4585	σεμίδαλις	fine flour	harina
G0459	ἄνομος	lawless	sin ley
G4591	σημαίνω	signify	significar
G4596	σιρικός	silk	seda
G4599	σθενόω	strengthen	fortalecer
G0460	ἀνόμως	without law	sin ley
G4601	σιγάω	be silent	callar
G4603	σιδηροῦς	iron	hierro
G4606	Σιδώνιος	Sidonian	sidoniano
G4614	Σινά	Sinai	Sinaí
G4615	σίναπι	mustard	mostaza
G4616	σινδών	linen	lino
G4620	σιτομέτριον	grain ration	ración
G4623	σιωπάω	be quiet	guardar silencio
G4624	σκανδαλίζω	cause to stumble	ofender
G4627	σκάφη	lifeboat	bote
G0463	ἀνοχή	tolerance	tolerancia
G4634	σκηνοπηγία	Feast|Festival of Booths	Tabernáculos
G4635	σκηνοποιός	tentmaker	fabricante de tiendas
G4637	σκηνόω	dwell	habitar
G0464	ἀνταγωνίζομαι	struggle	luchar
G4640	σκιρτάω	leap	saltar
G4645	σκληρύνω	harden	endurecer
G0465	ἀντάλλαγμα	in exchange	rescate
G4652	σκοτεινός	dark	oscuro
G4662	σκωληκόβρωτος	worm-eated	carcomido
G4664	σμαράγδινος	emerald	esmeralda
G4669	σμυρνίζω	mix with myrrh	perfumar
G4678	σοφία	wisdom	sabiduría
G4679	σοφίζω	make wise	ingeniar
G4682	σπαράσσω	convulse	convulsionar
G4683	σπαργανόω	wrap	envolver
G4684	σπαταλάω	indulge	entregarse
G4689	σπένδω	pour a libation	derramar
G4692	σπεύδω	hasten	apresurarse
G4694	σπιλάς	reef	arrecife
G4697	σπλαγχνίζω	pity	compadecerse
G0047	ἁγνία	purity	pureza
G4704	σπουδάζω	be eager	esforzarse
G4705	σπουδαῖος	eager	diligente
G4706	σπουδαιοτέρως	more diligently	más diligentemente
G4709	σπουδαίως	diligently	diligentemente
G4710	σπουδή	diligence	diligencia
G4711	σπυρίς	basket	canasta
G4719	στάχυς	head of grain	espiga
G0472	ἀντέχω	cling to	aferrarse
G4722	στέγω	endure	aguantar
G4724	στέλλω	avoid	evitar
G4729	στενοχωρέω	press upon	angustiar
G0473	ἀντί	for	por
G4732	στερεόω	strengthen	fortalecer
G4733	στερέωμα	firmness	solidez
G4737	στεφανόω	crown	coronar
G4740	στηριγμός	security	firmeza
G4746	στιβάς	leafy branch	rama
G4749	στολή	robe	túnica
G4756	στρατιά	army	hueste
G4758	στρατολογέω	enlist	alistar
G4759		commander	comandante
G4763	στρηνιάω	revel	desenfrenar
G4764	στρῆνος	luxury	lujo
G4768	στυγνάζω	be gloomy	oscurecer
G4771	σύ	you	tú
G4775	συνκάθημαι	sit with	estar sentado con
G4776	συγκαθίζω	sit down with	sentarse con
G4777	συνκακοπαθέω	suffer with	sufrir con
G4778	συνκακουχέω	suffer with	sufrir con
G4780	συνκαλύπτω	conceal	ocultar
G4781	συνκάμπτω	bend	doblar
G4782	συνκαταβαίνω	descend with	bajar con
G4783	συνκατάθεσις	agreement	acuerdo
G4784	συνκατατίθημι	consent	consentir
G4785	συνκαταψηφίζω	numbered with	ser contado con
G4789	συνκληρονόμος	co-heir	coheredero
G0479	ἀντικαλέω	invite in return	invitar de vuelta
G4790	συνκοινωνέω	share with	compartir
G4793	συνκρίνω	compare	comparar
G4794	συνκύπτω	bend	encorvarse
G4795	συνκυρία	coincidence	casualidad
G4796	συνχαίρω	rejoice with	regocijarse con
G4797	συνχέω	confound	confundir
G4800	συνζάω	live together	vivir con
G4801	συζεύγνυμι	join	unir
G4803	συνζητέω	discussion	discusión
G4806	συζωοποιέω	make alive with	vivificar con
G4811	συκοφαντέω	extort	extorsionar
G4812	συλαγωγέω	capture	arrebatar
G4814	συνλαλέω	talk with	hablar con
G4817	συλλογίζομαι	discuss	discurrir
G4818	συνλυπέω	be grieved	entristecer
G4819	συμβαίνω	happen	suceder
G4820	συμβάλλω	ponder	meditar
G4821	συνβασιλεύω	reign with	coirreinar
G4828	συνμαρτυρέω	testify with	testificar
G4829	συνμερίζω	share	participar
G4831	συνμιμητής	co-imitator	coimitador
G4832	σύμμορφος	conformed	conforme
G4833	συμμορφίζω	make like	conformar
G4834	συνπαθέω	sympathize	compadecer
G4837	συνπαρακαλέω	encourage	coanimarsemutuamente
G4839		continue	permanecerjunto
G0484	ἀντίλημψις	help	ayuda
G4840	συνπάρειμι	be present with	estarpresente
G4841	συνπάσχω	suffer with	padecerajuntamente
G4842	συμπέμπω	send with	enviarcon
G4844	συμπίνω	drink with	bebercon
G4846	συνπνίγω	choke	ahogar
G4848	συνπορεύομαι	go with	ircon
G4849	συμπόσιον	common meal	banquete
G4850	συνπρεσβύτερος	fellow elder	copresbutero
G4852	σύμφορος	agree	conveniente
G4854	σύμφυτος	united	unidocon
G4855	συνφύω	grow with	crecerajunto
G4856	συμφωνέω	agree with	concordar
G4859	σύμφωνος	mutual consent	acuerdo
G0486	ἀντιλοιδορέω	retaliate	rechazar
G4865	συναγωνίζομαι	struggle	lucharjunto
G4866	συναθλέω	contend	contendercon
G4867	συναθροίζω	assemble	reunir
G4868	συναίρω	settle accounts	ajustarlas cuentas
G4869	συναιχμάλωτος	fellow prisoner	coprisionero
G0487	ἀντίλυτρον	ransom	rescate
G4871	συναλίζω	assemble	comer
G4872	συναναβαίνω	ascend with	subircon
G4873	συνανάκειμαι	dine with	reclinarsejunto
G4875	συναναπαύομαι	rest with	reposarcon
G4876	συναντάω	meet	encontrar
G4877		meeting	encuentro
G4878	συναντιλαμβάνομαι	help	ayudar
G4879	συναπάγω	lead away with	serarrastrado
G0488	ἀντιμετρέω	return	devolver
G4880	συναποθνῄσκω	die with	morir
G4881	συναπόλλυμι	die	perecer
G4882	συναποστέλλω	send with	enviar
G4885	συναυξάνω	grow together	crecer
G4887	συνδέω	bind with	atar
G4888	συνδοξάζω	glory with	glorificar
G4890	συνδρομή	swarming	concurrencia
G4891	συνεγείρω	raise up with	resucitar
G4894	συνοράω	be aware	darse cuenta
G4895	σύνειμι	be with	estar
G4897	συνεισέρχομαι	enter with	entrar
G4898	συνέκδημος	companion	compañero
G4899	συνεκλεκτός	chosen with	coelegido
G4900		bring together	reunir
G4901	συνεπιμαρτυρέω	testify with	testificar
G4903	συνεργέω	work with	cooperar
G4906	συνεσθίω	eat with	comer
G4909	συνευδοκέω	agree to	consentir
G4910	συνευωχέω	feast with	festejar
G4911	συνεφίστημι	attack	asaltar
G4913	συνήδομαι	delight	regocijarse
G4916	συνθάπτω	be buried with	sepultar
G4917	συνθλάω	shatter	quebrantar
G4918	συνθλίβω	push against	apretar
G4919	συνθρύπτω	break	partir
G0492	ἀντιπαρέρχομαι	pass	pasar
G4922	συνοδεύω	travel with	viajar
G4923	συνοδία	caravan	caravana
G4924	συνοικέω	live with	cohabitar
G4925	συνοικοδομέω	be built up with	edificar
G4926	συνομιλέω	converse	conversar
G4927	συνομορέω	be next to	lindar
G4933	συντηρέω	preserve	guardar
G4934	συντίθημι	agree	convenir
G4936	συντρέχω	flock	correr
G4937	συντρίβω	break	quebrar
G4939	σύντροφος	brought up with	criado
G4942	συνυποκρίνομαι	join hypocrisy	hipocresía
G4943	συνυπουργέω	join in helping	ayudar
G4944	συνωδίνω	labor together	sufrir
G4949	Συροφοινίκισσα	Syrophoenician	sirofenicia
G4950	Σύρτις	Syrtis	Sirtis
G4952	συσπαράσσω	convulse	convulsionar
G4955		insurrectionist	sedicioso
G4957	συνσταυρόω	crucify with	crucificar
G4959	συνστενάζω	groan with	gemir
G4960	συνστοιχέω	correspond to	corresponder
G4961	συνστρατιώτης	fellow soldier	compañero
G4964	συνσχηματίζω	conform to	conformarse
G0497	ἀντιστρατεύομαι	wage war against	combatir
G4980	σχολάζω	be devoted	dedicarse
G4987	σωρεύω	pile up	amontonar
G4993	σωφρονέω	be of sound mind	ser prudente
G4995	σωφρονισμός	self-discipline	prudencia
G4997	σωφροσύνη	mental soundness	sensatez
G0050	ἀγνοέω	be ignorant	ignorar
G5001	τάγμα	order	orden
G5003	ταλαιπωρέω	grieve	sufrir
G5006	ταλαντιαῖος	weighing a talent	talentario
G0501	ἀντλέω	draw	sacar
G5010	τάξις	order	orden
G5012	ταπεινοφροσύνη	humility	humildad
G5015	ταράσσω	trouble	turbar
G5016	ταράσσω	disturbance	perturbación
G5018	Ταρσεύς	of Tarsus	tarsense
G5020	ταρταρόω	hell	encarcelar
G5024	ταὐτά	thus	así
G5025		hence	así
G5026		her	ella
G0503	ἀντοφθαλμέω	face	resistir
G5030	ταχέως	soon	pronto
G5031	ταχινός	quick	próximo
G5032	τάχειον	quicker	más pronto
G5033	τάχιστα	quickest	lo más pronto
G5034	τάχος	speed	rapidez
G5035	ταχύ	quickly	rápidamente
G5036	ταχύς	quick	rápido
G0504	ἄνυδρος	waterless	árido
G5040	τεκνίον	children	hijito
G5048	τελειόω	perfect	perfeccionar
G5050	τελείωσις	perfection	perfección
G5051	τελειωτής	finisher	consumador
G5052	τελεσφορέω	mature	fructificar
G5057	τελώνης	tax collector	publicano
G5058	τελώνιον	tax booth	garita
G0506	ἀνυπότακτος	insubordinate	insubordinado
G5062	τεσσεράκοντα	forty	cuarenta
G5063	τεσσερακονταετής	forty years	cuarentañal
G5066	τεταρταῖος	fourth	cuartal
G5070	τετρακισχίλιοι	four thousand	cuatromilésimo
G5072	τετράμηνος	four months	cuatrimestral
G5073	τετραπλοῦς	fourfold	cuádruplo
G5075	τετραρχέω	be a tetrarch	tetrarca
G5076	τετράρχης	tetrarch	tetrarca
G5077	τεφρόω	turn to ashes	convertir en ceniza
G0508	ἀνάγαιον	upper room	aposento
G5080	τήκω	melt	derretir
G5082	τηλικοῦτος	so great	tan grande
G5083	τηρέω	keep	guardar
G0509	ἄνωθεν	from above	desde arriba
G0051	ἀγνόημα	error	ignorancia
G5101	τίς	which?	quién
G5104		certainly	ciertamente
G5105	τοιγαροῦν	therefore	por tanto
G5106	τοίνυν	then	pues
G5107	τοιόσδε	such as this	tal
G5113	τολμητής	bold man	atrevido
G0512	ἀνωφελής	useless	inútil
G5120		his	de él
G5121	τοὐναντίον	instead	al contrario
G5122	τοὔνομα	by name	de nombre
G5123		that is	es decir
G5124		that	esto
G5125		these	estos
G5126		this	este
G5127		of this	de este
G5128		these	estos
G5129		this	este
G5130		of these	de estos
G5131	τράγος	he-goat	macho
G5136	τραχηλίζω	lay bare	desnudar
G5142	τρέφω	feed	alimentar
G5146	τρίβολος	thistle	cardo
G5148	τριετία	three years	trienio
G5149	τρίζω	gnash	rechinar
G0515	ἀξιόω	deem worthy	estimar
G5150	τρίμηνος	three months	trimestre
G5151	τρίς	three times	tres veces
G5152	τρίστεγον	third story	tercer piso
G5153	τρίτον	three thousand	tres mil
G5155	τρίχινος	of hair	de pelo
G0517	ἀόρατος	invisible	invisible
G5175		Trogyllium	Troglilio
G5182		upset	turbar
G5183	Τύριος	Tyre	tirio
G5185	τυφλός	blind	ciego
G5186	τυφλόω	blind	cegar
G5187	τυφόω	be conceited	engreírse
G5189	τυφωνικός	tempestuous	tempestuoso
G5193	ὑάλινος	glass	vítreo
G5197	ὑβριστής	insolent man	insolente
G5198	ὑγιαίνω	be healthy	estar sano
G5199	ὑγιής	healthy	sano
G0052	ἄγνοια	ignorance	ignorancia
G0520	ἀπάγω	lead away	llevar
G5202	ὑδροποτέω	drink water	beber agua
G5203	ὑδρωπικός	with edema	hidrópico
G5209		you	os
G0521	ἀπαίδευτος	uninstructed	indocto
G5210		you	vosotros
G5213		you	os
G5214	ὑμνέω	praise	cantar
G5216		of you	vuestro
G0522	ἀπαίρω	take away	partir
G5225	ὑπάρχω	be already	existir
G5229	ὑπεραίρω	be haughty	ensoberbecerse
G0523	ἀπαιτέω	demand	exigir
G5230	ὑπέρακμος	past one’s prime	pasado de edad
G5232	ὑπεραυξάνω	increase	crecer sobremanera
G5237	ὑπεροράω	overlook	pasar por alto
G5238	ὑπέρἐκπερισσόῦ	beyond	más allá
G5239	ὑπερεκτείνω	overextend	extender excesivamente
G5241	ὑπερεντυγχάνω	intercede	interceder
G5242	ὑπερέχω	be higher	sobresalir
G5245	ὑπερνικάω	conquer	vencer completamente
G5247	ὑπεροχή	authority	autoridad
G5248	ὑπερπερισσεύω	abound	sobreabundar
G5250	ὑπερπλεονάζω	abound	sobreabundar
G5251	ὑπερυψόω	exalt	exaltar
G5252	ὑπερφρονέω	be haughty	engreírse
G5253	ὑπερῷον	upper room	aposento alto
G5254	ὑπέχω	undergo	sufrir
G0526	ἀπαλλοτριόω	alienate	alienar
G5263	ὑποδείκνυμι	show	indicar
G5264	ὑποδέχομαι	receive	recibir
G5267	ὑπόδικος	accountable	responsable
G5268	ὑποζύγιον	donkey	bestia de carga
G5269	ὑποζώννυμι	undergird	ceñir
G5274	ὑπολαμβάνω	take up	tomar
G5275	ὑπολείπω	leave	quedar
G5277		leave behind	dejar
G5284	ὑποπλέω	sail the lee	navegar al abrigo
G5285	ὑποπνέω	blow gently	soplar suavemente
G5288	ὑποστέλλω	withdraw	retirarse
G5293	ὑποτάσσω	subject	sujetar
G5295	ὑποτρέχω	sail under	navegar bajo
G5299	ὑπωπιάζω	wear out	abrumar
G0530	ἅπαξ	once	una sola vez
G5303	ὑστέρημα	deficiency	deficiencia
G5306	ὕστερος	later	posterior
G5309	ὑψηλοφρονέω	be arrogant	ser soberbio
G5318	φανερός	clear	manifiesto
G5319	φανερόω	reveal	manifestar
G5321	φανέρωσις	revelation	manifestación
G5325	φαντασία	pageantry	pompa
G5331	φαρμακεία	sorcery	hechicería
G5332	φάρμακον	sorcerer	poción
G0534		henceforth	en adelante
G5341	φελόνης	cloak	capa
G5348	φθάνω	precede	llegar
G5354	φθονέω	envy	envidiar
G5358	φιλάγαθος	lover of good	amante del bien
G5360	φιλαδελφία	brotherly love	fraternidad
G5361	φιλάδελφος	loving the brothers	fraternal
G5362	φίλανδρος	husband-loving	amante del marido
G5363	φιλανθρωπία	benevolence	benevolencia
G5365	φιλαργυρία	love of money	avaricia
G5366	φιλάργυρος	money-loving	avaro
G5367	φίλαυτος	selfish	egoísta
G5369	φιλήδονος	pleasure-loving	amante del placer
G5377	φιλόθεος	God-loving	amante de Dios
G5379	φιλονικία	love of dispute	contenciosidad
G5381	φιλοξενία	hospitality	hospitalidad
G5382	φιλόξενος	hospitable	hospitalario
G5383	φιλοπρωτεύω	love to be first	ambicionar
G5385	φιλοσοφία	philosophy	filosofía
G5387	φιλόστοργος	affectionate	cariñoso
G5388	φιλότεκνος	child loving	amante de los hijos
G5389	φιλοτιμέομαι	aspire	ambicionar
G5391		friendly	amistoso
G5396	φλυαρέω	talk nonsense	charlatanear
G5397	φλύαρος	gossipy	charlatán
G0054	ἁγνότης	purity	pureza
G0540	ἀπάτωρ	fatherless	sin padre
G5400	φόβηθρον	fearful thing	espanto
G5404	φοῖνιξ	palm	palma
G5410	φόρον	Forum	Foro
G5412	φορτίζω	burden	cargar
G5414		cargo	carga
G0542		fix one's eyes	mirar fijamente
G5420	φράσσω	stop	cerrar
